      Qingheiite
      Zhesheng M, Nicheng S, Zhizhong P
      Scientia Sinica B26 (1983) 876-884
      Crystal structure of a new phosphatic mineral-qingheiite
      Locality: Northwestern Qinghe County, Altay Prefecture, Uygur Autonomous Region, Xinjiang
      Note: changed P3(z) to match reported bond distances
      _database_code_amcsd 0015444
      CELL PARAMETERS:  11.8560 12.4110  6.4210   90.000  114.450   90.000
      SPACE GROUP: P2_1/n    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    860.088
      Density (g/cm3):      3.522
      MAX. ABS. INTENSITY / VOLUME**2:      7.900562759    
      RIR:      1.047
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.62         18.82        8.1441    1   1   0         4
                16.19          2.54        6.3588   -1   0   1         2
                16.59         28.79        6.2055    0   2   0         2
                18.20          2.75        5.6592   -1   1   1         4
                19.49          6.50        5.2881    0   1   1         4
                21.61          1.28        4.7751   -2   1   1         4
                23.26          3.84        4.4411   -1   2   1         4
                23.32          1.53        4.4291    1   0   1         2
                25.40          7.43        4.0720    2   2   0         4
                26.04          1.74        3.9736   -2   2   1         4
                26.83          1.55        3.8585   -3   0   1         2
                29.92          2.86        3.4677   -1   3   1         4
                30.03         29.35        3.4554    3   1   0         4
                30.74          1.41        3.3768    0   3   1         4
                31.71          1.02        3.2767   -3   2   1         4
                32.71          1.57        3.1794   -2   0   2         2
                33.79          1.06        3.0799   -2   1   2         4
                33.87         18.88        3.0728   -1   1   2         4
                34.44         17.72        3.0233    1   3   1         4
                34.94          1.55        2.9820    1   4   0         4
                35.47          3.76        2.9384    2   2   1         4
                35.67         15.73        2.9226    0   0   2         2
                36.45         36.64        2.8618   -3   1   2         4
                36.88         22.23        2.8296   -2   2   2         4
                36.96          1.93        2.8241   -1   2   2         4
                36.99          6.25        2.8217   -3   3   1         4
                38.13         13.68        2.7406    0   4   1         4
                38.51          2.91        2.7147    3   3   0         4
                38.75         42.13        2.6982    4   0   0         2
                38.88        100.00        2.6898    2   4   0         4
                39.15          6.40        2.6716   -4   2   1         4
                39.58         13.51        2.6440    0   2   2         4
                40.49          8.84        2.5867   -4   0   2         2
                41.25          1.39        2.5412    1   4   1         4
                41.67         26.90        2.5170   -1   3   2         4
                41.74         17.17        2.5126    1   1   2         4
                42.42          6.64        2.4744    4   2   0         4
                43.86          2.82        2.3971   -3   3   2         4
                44.04          7.90        2.3875   -4   2   2         4
                45.55          2.97        2.3123   -1   5   1         4
                47.74          2.24        2.2123    3   3   1         4
                48.06          3.23        2.1981   -5   1   2         4
                48.48         16.66        2.1805    1   3   2         4
                49.79          7.27        2.1266    5   1   0         4
                50.74         15.99        2.0893   -3   1   3         4
                50.83          1.14        2.0857    2   2   2         4
                51.28          2.59        2.0685    0   6   0         2
                51.97         11.77        2.0431    3   5   0         4
                52.16          5.88        2.0360    4   4   0         4
                53.56          3.78        1.9868   -4   4   2         4
                54.19         11.25        1.9653   -5   3   2         4
                54.51          2.75        1.9547   -1   5   2         4
                55.22          3.58        1.9315    2   6   0         4
                55.29          1.04        1.9293   -6   0   2         2
                55.56          2.06        1.9207   -2   6   1         4
                55.78          4.66        1.9137    5   3   0         4
                56.31          1.95        1.8969   -3   5   2         4
                56.66          4.23        1.8864   -3   3   3         4
                58.14          3.73        1.8423   -6  -2   2         4
                59.55          1.82        1.8025    2   4   2         4
                59.60          3.13        1.8013    3   5   1         4
                59.69          1.36        1.7988    6   0   0         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
