      Aenigmatite
      Cannillo E, Mazzi F, Fang J H, Robinson P D, Ohya Y
      American Mineralogist 56 (1971) 427-446
      The crystal structure of aenigmatite
      sample CM
      _database_code_amcsd 0000224
      CELL PARAMETERS:  10.4060 10.8130  8.9260  104.930   96.870  125.320
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    744.464
      Density (g/cm3):      3.843
      MAX. ABS. INTENSITY / VOLUME**2:      5.196300682    
      RIR:      0.631
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.68        100.00        8.1088    0   0   1         2
                12.73         95.68        8.0729    0   1   0         2
                12.88         22.95        7.9828    1   0   0         2
                13.88         11.14        7.4069    0  -1   1         2
                16.19         12.47        6.3571    1  -1   1         2
                21.36         17.55        4.8293    0   1   1         2
                21.42         11.95        4.8171   -1  -1   1         2
                23.45          7.06        4.4053    0  -1   2         2
                23.54          7.66        4.3881    0  -2   1         2
                24.66         16.07        4.1912   -2   0   1         2
                24.67         15.14        4.1903    2  -2   1         2
                27.45         10.81        3.7729    1  -2   2         2
                27.97         29.97        3.7035    0  -2   2         2
                29.61          2.65        3.5028   -2   0   2         2
                29.69          3.11        3.4933    2  -3   1         2
                29.72          9.56        3.4901   -2   1   2         2
                29.83          8.81        3.4781   -2   3   0         2
                30.15          2.20        3.4420   -3   2   0         2
                30.94          1.12        3.3559    1   1   1         2
                31.76          2.56        3.2715   -3   1   1         2
                32.47          1.06        3.2013    1   0   2         2
                33.03         45.58        3.1493    0   1   2         2
                33.10         47.98        3.1429    0   2   1         2
                34.04          5.17        3.0578   -1  -2   2         2
                34.80          1.54        2.9935   -2  -1   2         2
                34.81          1.66        2.9928    2  -3   2         2
                34.84          2.78        2.9903    3  -3   1         2
                35.08          6.03        2.9699   -2   2   2         2
                35.15          5.47        2.9644   -2   3   1         2
                35.38         27.55        2.9457    0  -1   3         2
                35.55         26.34        2.9320    0  -3   1         2
                35.58          1.84        2.9302    1   2   0         2
                35.66          7.21        2.9236    2  -1   2         2
                35.74          6.96        2.9171    2   1   0         2
                36.54         17.14        2.8556   -3   3   1         2
                37.17         14.31        2.8088   -1   2   2         2
                37.87         12.19        2.7588   -3   2   2         2
                37.95         28.77        2.7531    3  -1   1         2
                38.60         14.81        2.7082   -1   3   1         2
                38.62         61.25        2.7067   -2   0   3         2
                38.79         61.13        2.6956    2  -4   1         2
                38.98          3.49        2.6830   -3   0   2         2
                39.32         17.99        2.6609    3   0   0         2
                39.54          1.80        2.6462    1  -1   3         2
                40.49          2.18        2.5871   -2   1   3         2
                40.62          7.92        2.5792   -3   4   0         2
                40.66          2.58        2.5763   -2   4   0         2
                40.88          4.63        2.5632    1  -3   3         2
                40.94          4.88        2.5598   -4   2   1         2
                40.96          4.89        2.5585   -4   3   0         2
                41.08          9.54        2.5515   -1   1   3         2
                41.17         42.33        2.5461   -2  -1   3         2
                41.25         53.60        2.5412   -4   2   0         2
                41.27         41.55        2.5400    2  -4   2         2
                41.84          9.38        2.5071    3  -2   2         2
                42.35          2.37        2.4780   -4   3   1         2
                42.51          2.73        2.4690    0  -3   3         2
                42.74          6.66        2.4566    2   0   2         2
                42.79          6.87        2.4537    2   1   1         2
                43.51         25.29        2.4153    2  -2   3         2
                43.52         10.25        2.4147    0   2   2         2
                43.55          2.24        2.4129    2  -3   3         2
                43.64          2.66        2.4086   -2  -2   2         2
                43.65         23.78        2.4080   -2  -2   1         2
                43.72          2.22        2.4039   -4   1   1         2
                43.73          2.34        2.4035    4  -3   1         2
                44.08          1.45        2.3856    3  -4   2         2
                44.19          7.14        2.3796   -3   1   3         2
                44.72          1.18        2.3531   -1  -3   1         2
                44.74          2.42        2.3519   -4   2   2         2
                44.82          3.37        2.3481   -4   4   0         2
                44.95          5.19        2.3415   -1   4   0         2
                45.55          3.60        2.3126   -3  -1   1         2
                45.61         10.56        2.3093    4  -2   1         2
                45.63         10.77        2.3087   -4   1   0         2
                47.61          3.55        2.2176   -4   3   2         2
                47.67          3.28        2.2152   -4   4   1         2
                47.96          3.64        2.2027    0  -2   4         2
                48.10          2.69        2.1965   -1  -3   3         2
                48.16          4.02        2.1940    0  -4   2         2
                48.36          1.95        2.1854    0  -1   4         2
                48.61          1.87        2.1749    0  -4   1         2
                49.28          4.63        2.1471   -1   0   4         2
                49.75          1.72        2.1279   -3  -1   3         2
                49.88         45.42        2.1228   -2   0   4         2
