      Analcime
      Mazzi F, Galli E
      American Mineralogist 63 (1978) 448-460
      Is each analcime different?
      ANA 6
      _database_code_amcsd 0000659
      CELL PARAMETERS:  13.7210 13.7210 13.7350   90.000   90.000   90.000
      SPACE GROUP: I4_1/acd  
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   2585.831
      Density (g/cm3):      2.283
      MAX. ABS. INTENSITY / VOLUME**2:      6.846378070    
      RIR:      1.400
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                18.38         29.34        5.6054    1   1   2         8
                18.39         62.79        5.6025    2   1   1        16
                21.26         13.67        4.8536    2   0   2         8
                21.27          8.91        4.8511    2   2   0         4
                28.24          1.33        3.6695    2   1   3        16
                28.25          2.85        3.6682    3   1   2        16
                28.26          1.89        3.6674    3   2   1        16
                30.22         53.41        3.4337    0   0   4         2
                30.25        100.00        3.4302    4   0   0         4
                35.62         52.01        2.9265    3   2   3        16
                35.63         26.77        2.9259    3   3   2         8
                37.25          2.98        2.8027    2   2   4         8
                37.27          4.86        2.8013    4   2   2        16
                38.83          6.74        2.6926    3   1   4        16
                38.85          6.42        2.6919    4   1   3        16
                38.86          7.21        2.6910    4   3   1        16
                41.84          5.42        2.5072    2   1   5        16
                41.87          6.35        2.5054    5   1   2        16
                41.87          4.75        2.5052    5   2   1        16
                43.29          7.97        2.4268    4   0   4         8
                43.31          4.60        2.4256    4   4   0         4
                47.39          1.83        2.2273    3   2   5        16
                47.41          1.67        2.2264    5   2   3        16
                47.42          2.41        2.2261    5   3   2        16
                47.43          1.98        2.2259    6   1   1        16
                56.08          5.45        1.9041    4   0   6         8
                56.11          6.29        1.9034    6   0   4         8
                56.13          5.99        1.9028    6   4   0         8
                57.24          1.01        1.8689    2   1   7        16
                57.25          3.37        1.8685    3   3   6         8
                57.28          6.15        1.8675    6   3   3        16
                57.29          1.19        1.8673    7   1   2        16
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
