      Bannisterite
      Heaney P J, Post J E, Evans H T
      Clays and Clay Minerals 40 (1992) 129-144
      The crystal structure of bannisterite
      Locality: Franklin Furnace, New Jersey, USA
      _database_code_amcsd 0012234
      CELL PARAMETERS:  22.2650 16.3680 24.6680   90.000   94.285   90.000
      SPACE GROUP: A2/a      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   8964.717
      Density (g/cm3):      2.756
      MAX. ABS. INTENSITY / VOLUME**2:      35.02766960    
      RIR:      5.932
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 8.35        100.00       12.2995    0   0   2         2
                 9.00          1.25       11.4055    1   1   1         4
                11.69          1.15        8.7868   -2   1   1         4
                12.18          1.15        8.4375    2   1   1         4
                14.48          1.07        7.1043   -1   1   3         4
                16.74          1.23        6.1498    0   0   4         2
                22.47          3.02        4.5938    4   2   0         4
                24.18          1.28        4.2745   -5   1   1         4
                25.22          4.08        4.0998    0   0   6         2
                25.27          1.33        4.0920    0   4   0         2
                27.29          2.67        3.7946   -4   2   4         4
                28.99          1.75        3.5759    4   2   4         4
                30.20          2.76        3.4359    0   1   7         4
                30.22          2.92        3.4336   -1   1   7         4
                30.47          1.81        3.4068    0   4   4         4
                30.92          2.98        3.3586    1   1   7         4
                33.85          5.83        3.0749    0   0   8         2
                37.44          4.40        2.7894    4   5   1         4
                37.49          1.06        2.7852    3   5   3         4
                37.97          3.55        2.7518   -8   0   2         2
                39.70          9.77        2.6359    4   5   3         4
                40.22          5.40        2.6037   -8   0   4         2
                42.18          1.10        2.4875   -4   5   5         4
                42.37          1.28        2.4768    5   5   3         4
                43.66          5.38        2.4073    4   5   5         4
                44.14          3.38        2.3824   -8   0   6         2
                47.08          1.49        2.2412   -4   5   7         4
                47.50          1.14        2.2225    8   0   6         2
                48.97          2.47        2.1596    4   5   7         4
                49.42          1.08        2.1414   -8   0   8         2
                55.38          1.23        1.9264    4   5   9         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
