      Alluaudite
      Hatert F, Rebbouh L, Hermann R P, Fransolet A M, Long G J, Grandjean F
      American Mineralogist 90 (2005) 653-662
      Crystal chemistry of the hydrothermally synthesized
      Na2(Mn1-xFe2+x)2Fe3+(PO4)3 alluaudite-type solid solution
      Sample: Na2MnFe2+Fe3+(PO4)3 (x = 0.50)
      _database_code_amcsd 0003756
      CELL PARAMETERS:  11.9440 12.5600  6.4800   90.000  114.520   90.000
      SPACE GROUP: C2/c      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    884.440
      Density (g/cm3):      3.676
      MAX. ABS. INTENSITY / VOLUME**2:      9.109973518    
      RIR:      1.157
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.51          1.12        8.2179    1   1   0         4
                16.39         89.46        6.2800    0   2   0         2
                18.97         28.67        5.4334    2   0   0         2
                24.04          3.92        4.2983    0   2   1         4
                24.58         13.47        4.2058    1   1   1         4
                25.17          5.83        4.1090    2   2   0         4
                25.78          5.96        4.0133   -2   2   1         4
                29.58          2.96        3.5064   -1   3   1         4
                29.81         25.36        3.4804    3   1   0         4
                32.40          1.00        3.2086   -2   0   2         2
                33.13          3.93        3.1400    0   4   0         2
                33.55         42.89        3.1012   -1   1   2         4
                34.09          9.74        3.0536    1   3   1         4
                35.36         17.10        2.9478    0   0   2         2
                36.11         30.85        2.8880   -3   1   2         4
                36.51         11.64        2.8573   -2   2   2         4
                36.62          2.85        2.8494   -3   3   1         4
                37.69         17.60        2.7714    0   4   1         4
                38.15         10.67        2.7393    3   3   0         4
                38.45        100.00        2.7187    2   4   0         4
                38.48         41.66        2.7167    4   0   0         2
                38.87          7.60        2.6904   -2   4   1         4
                39.20          9.90        2.6685    0   2   2         4
                40.13         15.84        2.6088   -4   0   2         2
                40.60          3.44        2.5804    3   1   1         4
                41.23         42.56        2.5426   -1   3   2         4
                41.38         18.94        2.5335    1   1   2         4
                42.08         11.63        2.4934    4   2   0         4
                43.62          5.92        2.4092   -4   2   2         4
                45.00          5.83        2.3392   -1   5   1         4
                45.93          1.80        2.2943    2   4   1         4
                47.02          1.56        2.2442   -2   4   2         4
                47.29          1.10        2.2317    2   0   2         2
                47.31          1.39        2.2310    3   3   1         4
                48.01          2.68        2.2005    1   3   2         4
                49.42         12.15        2.1415    5   1   0         4
                50.24         26.61        2.1087   -3   1   3         4
                50.63          7.48        2.0933    0   6   0         2
                51.40         10.40        2.0642    3   5   0         4
                51.42          1.05        2.0634   -1   1   3         4
                51.66          1.40        2.0545    4   4   0         4
                52.99          2.31        2.0066   -4   4   2         4
                53.67         10.73        1.9831   -5   3   2         4
                54.55         10.57        1.9534    2   6   0         4
                54.82          2.79        1.9445   -6   0   2         2
                55.30          7.11        1.9289    5   3   0         4
                55.66          2.22        1.9173   -3   5   2         4
                56.03          1.05        1.9057    3   1   2         4
                56.06          2.01        1.9049   -3   3   3         4
                57.62          1.25        1.8575   -6  -2   2         4
                58.96          1.96        1.8191    2   4   2         4
                58.97          7.70        1.8187    3   5   1         4
                59.57          2.67        1.8021    1   5   2         4
                59.96          8.59        1.7915    5   1   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
