      Orthoclase
      Angel R J, Ross N L, Zhao J, Sochalski-Kolbus L, Kruger H, Schmidt B C
      European Journal of Mineralogy 25 (2013) 597-614
      Structural controls on the anisotropy of tetrahedral frameworks:
      the example of monoclinic feldspars
      Note: Sample H003
      Locality: Unknown
      _database_code_amcsd 0020509
      CELL PARAMETERS:   8.5739 12.9874  7.2018   90.000  116.042   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    720.521
      Density (g/cm3):      2.555
      MAX. ABS. INTENSITY / VOLUME**2:      4.138833063    
      RIR:      0.756
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.53          5.79        6.6256    1   1   0         4
                15.85          8.06        6.4937    0   2   0         2
                15.90          3.36        6.4706    0   0   1         2
                17.55         10.38        5.8673   -1   1   1         4
                22.52          1.46        4.5836    0   2   1         4
                24.47         65.22        4.2236   -2   0   1         2
                26.24         21.23        3.9442    1   1   1         4
                26.88          4.72        3.8517    2   0   0         2
                27.44         77.69        3.7740    1   3   0         4
                28.67         15.70        3.6160   -1   3   1         4
                29.29         10.48        3.5406   -2   2   1         4
                29.91         51.75        3.4693   -1   1   2         4
                31.35        100.00        3.3128    2   2   0         4
                31.59         57.72        3.2883   -2   0   2         2
                32.01         30.27        3.2469    0   4   0         2
                32.12         79.80        3.2353    0   0   2         2
                34.82         57.66        2.9920    1   3   1         4
                35.53          8.36        2.9336   -2   2   2         4
                35.93         24.50        2.9020    0   4   1         4
                36.01         10.73        2.8958    0   2   2         4
                37.45          1.24        2.7883   -3   1   1         4
                37.74         19.87        2.7680   -1   3   2         4
                40.21         19.13        2.6044   -3   1   2         4
                40.60          2.97        2.5800    2   2   1         4
                40.70         35.97        2.5741   -2   4   1         4
                41.07          8.94        2.5520    1   1   2         4
                41.63          9.29        2.5190    3   1   0         4
                42.27          4.08        2.4825    2   4   0         4
                43.50          8.49        2.4159   -1   5   1         4
                44.12         11.02        2.3833   -3   3   1         4
                45.28          5.45        2.3256   -1   1   3         4
                46.55          2.22        2.2654   -3   3   2         4
                48.01          3.80        2.2002    1   5   1         4
                48.86         22.95        2.1646    0   6   0         2
                49.82          9.76        2.1254    2   4   1         4
                50.02          3.04        2.1174   -4   0   1         2
                50.16          4.48        2.1118   -4   0   2         2
                51.25          2.15        2.0699    2   0   2         2
                51.36          2.07        2.0658    3   1   1         4
                51.71          4.66        2.0528    0   6   1         4
                52.94         12.48        2.0083   -4   2   2         4
                53.99         11.18        1.9721    2   2   2         4
                54.48          2.76        1.9558   -3   3   3         4
                55.40         10.35        1.9259    4   0   0         2
                55.54          2.83        1.9212   -3   5   1         4
                55.79          5.67        1.9132   -4   0   3         2
                56.64          2.35        1.8870    2   6   0         4
                56.74          1.39        1.8839    3   3   1         4
                57.70          6.17        1.8551    1   1   3         4
                58.00          2.35        1.8464    4   2   0         4
                58.27          1.51        1.8385    1   5   2         4
                58.39          1.49        1.8352   -4   2   3         4
                58.71          3.10        1.8261    3   5   0         4
                59.35          3.78        1.8080   -2   6   2         4
                59.68          8.80        1.7991    0   6   2         4
                59.77          8.74        1.7966    0   4   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
