      Struvite-(K)
      Graeser S, Postl W, Bojar H P, Berlepsch P, Armbruster T, Raber T, Ettinger K, Walter F
      European Journal of Mineralogy 20 (2008) 629-633
      Struvite-(K), KMgPO4*6H2O, the potassium equivalent of struvite - a new mineral
      Locality: Lengenbach, Switzerland
      _database_code_amcsd 0007262
      CELL PARAMETERS:   6.8920  6.1660 11.1390   90.000   90.000   90.000
      SPACE GROUP: Pmn2_1    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    473.364
      Density (g/cm3):      1.869
      MAX. ABS. INTENSITY / VOLUME**2:      3.612372569    
      RIR:      0.902
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                17.57         12.45        5.8609    1   0   1         2
                18.50         30.00        5.5695    0   0   2         1
                19.10         14.83        5.3946    0   1   1         2
                22.47         14.33        4.5953    1   1   0         4
                24.33        100.00        4.2480    1   1   1         4
                25.02         49.45        4.1331    0   1   2         2
                29.26          5.45        3.5446    1   1   2         4
                30.11         18.09        3.4460    2   0   0         2
                31.79         43.94        3.2688    1   0   3         2
                32.69          4.94        3.1808    0   1   3         2
                33.76          2.04        3.0830    0   2   0         2
                34.62          4.94        3.0081    2   1   0         4
                35.07         12.13        2.9713    0   2   1         2
                35.57          7.37        2.9304    2   0   2         2
                35.91         65.13        2.9041    2   1   1         4
                36.11          4.86        2.8881    1   1   3         4
                37.09          4.47        2.8143    1   2   0         4
                37.50         33.25        2.7847    0   0   4         1
                38.30          6.61        2.7285    1   2   1         4
                38.76         45.48        2.6973    0   2   2         2
                39.54         48.05        2.6467    2   1   2         4
                41.31          2.86        2.5379    0   1   4         2
                41.76         12.64        2.5118    1   2   2         4
                44.16          6.97        2.3816    1   1   4         4
                44.34          1.26        2.3719    0   2   3         2
                45.04         15.20        2.3373    2   1   3         4
                45.86          1.08        2.2977    2   2   0         4
                46.88          5.44        2.2503    2   2   1         4
                46.89          1.56        2.2500    3   0   1         2
                48.82          1.61        2.1659    2   0   4         2
                49.85          3.82        2.1240    2   2   2         4
                51.34          1.73        2.0665    0   2   4         2
                51.64          2.70        2.0553    0   3   0         2
                51.96          5.83        2.0435    2   1   4         4
                52.95          2.30        2.0080    3   1   2         4
                53.04         11.45        2.0046    1   1   5         4
                53.77          1.66        1.9795    1   2   4         4
                54.06          5.78        1.9696    1   3   0         4
                54.54         15.43        1.9538    2   2   3         4
                54.54          4.60        1.9536    3   0   3         2
                54.97          1.06        1.9395    1   3   1         4
                55.32          4.58        1.9282    0   3   2         2
                57.46          6.81        1.8624    3   1   3         4
                57.65          1.55        1.8565    0   0   6         1
                58.15          3.87        1.8421    3   2   0         4
                59.01          1.95        1.8175    3   2   1         4
                59.44          4.12        1.8057    0   2   5         2
                59.71          7.83        1.7982    0   3   3         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
