      Richterite
      Oberti R, Hawthorne F C, Ungaretti L, Cannillo E
      European Journal of Mineralogy 5 (1993) 43-51
      The behaviour of Mn in amphiboles: Mn in richerite
      Sample: MR(4)
      _database_code_amcsd 0006467
      CELL PARAMETERS:   9.9660 18.0660  5.2790   90.000  104.400   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    920.601
      Density (g/cm3):      3.090
      MAX. ABS. INTENSITY / VOLUME**2:      4.072637739    
      RIR:      0.615
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.37         15.86        9.0330    0   2   0         2
                12.07         71.65        8.5138    1   1   0         4
                20.18          1.06        5.1093    1   3   0         4
                21.13         15.71        4.8814   -1   1   1         4
                21.38          1.33        4.8264    2   0   0         2
                22.86         22.01        4.5165    0   4   0         2
                23.21          2.23        4.4497    0   2   1         4
                24.28          3.54        4.2569    2   2   0         4
                25.78          9.20        4.0121    1   1   1         4
                26.69         17.06        3.8784   -1   3   1         4
                30.55         77.78        3.3975    1   3   1         4
                30.68          1.12        3.3839    1   5   0         4
                31.50         51.24        3.2978    2   4   0         4
                32.83         65.75        3.1678    3   1   0         4
                34.16          5.38        3.0476   -3   1   1         4
                35.12         36.91        2.9671    2   2   1         4
                35.42          9.63        2.9424   -1   5   1         4
                36.77         24.62        2.8379    3   3   0         4
                37.99         34.29        2.7505   -3   3   1         4
                38.50        100.00        2.7151    1   5   1         4
                40.36         47.62        2.5946    0   6   1         4
                40.99          5.57        2.5566    0   0   2         2
                41.36         71.48        2.5350   -2   0   2         2
                42.68          1.07        2.4599    0   2   2         4
                43.03          2.19        2.4407   -2   2   2         4
                43.55          2.05        2.4132    4   0   0         2
                43.74          4.70        2.4029    3   5   0         4
                44.80         30.40        2.3492   -3   5   1         4
                44.89         14.26        2.3446   -4   2   1         4
                45.81         17.66        2.3000   -1   7   1         4
                46.21         19.99        2.2811   -3   1   2         4
                46.27          2.04        2.2784    3   3   1         4
                47.77          8.18        2.2106   -2   4   2         4
                48.34          6.38        2.1864    1   7   1         4
                48.64         41.59        2.1737    2   6   1         4
                49.25          9.05        2.1482   -3   3   2         4
                49.67          1.20        2.1312   -1   5   2         4
                51.36          1.29        2.0657    0   8   1         4
                51.58         21.45        2.0574    2   0   2         2
                52.21         10.88        2.0342    3   5   1         4
                52.50         11.60        2.0241   -4   0   2         2
                52.80          2.17        2.0132    3   7   0         4
                53.72          1.76        1.9813   -3   7   1         4
                54.19          5.14        1.9653    1   9   0         4
                54.37          1.88        1.9593    1   5   2         4
                54.60          2.41        1.9517    4   2   1         4
                54.96          2.61        1.9399   -3   5   2         4
                55.59          8.60        1.9197    5   1   0         4
                56.54          5.61        1.8900   -4   6   1         4
                57.12          2.47        1.8723    2   4   2         4
                57.32          6.55        1.8664   -1   9   1         4
                57.98          4.25        1.8471   -4   4   2         4
                58.04          1.11        1.8452   -1   7   2         4
                58.28          1.58        1.8384    5   3   0         4
                59.40          2.46        1.8066    0  10   0         2
                59.49          2.94        1.8041    1   9   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
