      Florkeite
      Lengauer C L, Kolitsch U, Tillmanns E
      European Journal of Mineralogy 21 (2009) 901-913
      Florkeite, K3Ca2Na[Al8Si8O32]*12H2O, a new phillipsite-type zeolite
      from the Bellerberg, East Eifel volcanic are, Germany
      Locality: Bellerberg, East Eifel volcanic are, Germany
      _database_code_amcsd 0007333
      CELL PARAMETERS:  19.9650 14.2740  8.7040   88.370  125.080   89.570
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   2028.209
      Density (g/cm3):      2.312
      MAX. ABS. INTENSITY / VOLUME**2:     0.8851123693    
      RIR:      0.179
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.20         12.85       14.2622    0   1   0         2
                 9.42          2.46       10.9011    1   1   0         2
                11.98          8.57        8.5769   -1   0   1         2
                12.57          6.85        8.1800   -2   0   1         2
                12.59          3.25        8.1657    2   0   0         2
                14.33         23.76        7.1772    2   1   0         2
                14.39         27.37        7.1478   -2   1   1         2
                14.42         57.42        7.1311    0   2   0         2
                14.45         32.62        7.1172    0   0   1         2
                14.60         11.74        7.0449   -2  -1   1         2
                14.70          3.08        6.9990   -2   1   0         2
                15.58          8.81        6.6063    1   2   0         2
                15.87         13.45        6.4828   -3   0   1         2
                15.90         17.20        6.4727    0   1   1         2
                15.91         14.57        6.4665   -1   2   0         2
                16.42         37.68        6.2688    0  -1   1         2
                17.44          5.38        5.9056   -3   1   1         2
                18.48          6.05        5.5743   -1   2   1         2
                18.91          8.08        5.4505    2   2   0         2
                18.93          5.85        5.4438    3   0   0         2
                19.01         82.77        5.4206   -2   2   1         2
                19.10         12.22        5.3967   -1  -2   1         2
                19.46         61.79        5.2953   -2   2   0         2
                19.90          6.77        5.1802    1   1   1         2
                20.05          1.03        5.1415    0   2   1         2
                20.07          3.28        5.1361    3   1   0         2
                20.45          2.22        5.0416    1  -1   1         2
                20.47          1.40        5.0372   -3   1   0         2
                20.66         86.26        4.9911   -4   0   1         2
                20.88         73.36        4.9396    0  -2   1         2
                21.53          2.04        4.7927   -3  -2   1         2
                21.71          3.74        4.7541    0   3   0         2
                21.85          2.25        4.7221   -4  -1   1         2
                21.96          7.34        4.6999   -4   1   1         2
                23.32          6.76        4.4292    1   2   1         2
                23.53          1.91        4.3892    3   2   0         2
                24.10         56.63        4.2884   -2   0   2         2
                24.13         15.73        4.2822    2   0   1         2
                24.27          8.28        4.2590    1  -2   1         2
                24.93         55.90        4.1466    2   1   1         2
                24.95          8.90        4.1446   -2   1   2         2
                24.97         20.72        4.1406   -2   3   1         2
                25.13          2.33        4.1145   -3  -1   2         2
                25.20          7.75        4.1037   -4  -2   1         2
                25.28         18.93        4.0900   -4   0   2         2
                25.34          3.10        4.0806   -2  -3   1         2
                25.38         50.43        4.0746   -4   2   1         2
                25.41         24.82        4.0700   -2  -1   2         2
                25.49         53.26        4.0576    2  -1   1         2
                25.49         17.24        4.0574   -2   3   0         2
                25.68         15.37        4.0284    0   3   1         2
                26.16          8.71        3.9558    4   1   0         2
                26.17          1.53        3.9532   -5   0   1         2
                26.44         10.13        3.9142   -4  -1   2         2
                26.57         12.51        3.8952   -4   1   0         2
                26.66          8.99        3.8821    0  -3   1         2
                26.69          4.16        3.8775   -1   1   2         2
                27.23          2.80        3.8024   -1  -1   2         2
