      Palygorskite
      Chiari G, Giustetto R, Ricchiardi G
      European Journal of Mineralogy 15 (2003) 21-33
      Crystal structure refinements of palygorskite and Maya Blue from molecular
      modeling and powder synchrotron diffraction
      Sample: OP
      _database_code_amcsd 0006954
      CELL PARAMETERS:  12.7620 17.8820  5.2490   90.000   90.000   90.000
      SPACE GROUP: Pbmn      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1197.875
      Density (g/cm3):      2.316
      MAX. ABS. INTENSITY / VOLUME**2:      10.40397818    
      RIR:      2.097
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.89        100.00       10.3878    1   1   0         4
                16.13         13.45        6.3810    2   0   0         2
                19.08         28.84        5.4006    1   3   0         4
                21.25          2.01        4.8544    1   0   1         4
                23.10         27.15        4.4705    0   4   0         2
                24.22         27.82        4.2662    1   2   1         8
                24.98          4.45        4.1385    3   1   0         4
                27.52          4.11        3.7641    1   3   1         8
                28.06         14.21        3.6920    2   2   1         8
                28.30          3.85        3.6614    2   4   0         4
                29.96          2.47        3.4626    3   3   0         4
                30.13          1.88        3.4437    1   5   0         4
                30.50          1.57        3.4034    0   4   1         4
                30.98          2.12        3.3520    2   3   1         8
                31.98          1.22        3.2499    3   1   1         8
                32.59         22.23        3.1905    4   0   0         2
                33.57         21.02        3.0999    3   2   1         8
                34.66          2.66        3.0049    4   2   0         4
                34.96          1.99        2.9803    0   6   0         2
                36.08          1.09        2.8904    3   3   1         8
                38.72          1.46        2.7003    2   6   0         4
                39.00          6.29        2.6819    2   5   1         8
                39.37          1.07        2.6576    3   4   1         8
                40.33         10.10        2.5970    4   4   0         4
                40.76         11.74        2.5707    1   0   2         4
                41.19          3.14        2.5445    1   1   2         8
                41.27         25.81        2.5399    1   6   1         8
                41.88          1.03        2.5049    1   7   0         4
                42.33          1.94        2.4793    4   3   1         8
                43.28          2.40        2.4272    3   5   1         8
                43.28          4.12        2.4272    2   0   2         4
                43.70          1.70        2.4052    2   1   2         8
                44.85          3.06        2.3463    5   3   0         4
                44.93          1.68        2.3424    2   2   2         8
                46.59          2.09        2.2633    0   4   2         4
                46.93          2.23        2.2480    2   3   2         8
                48.80          1.51        2.1670    3   2   2         8
                48.94          5.88        2.1612    2   7   1         8
                49.40          1.62        2.1421    5   3   1         8
                49.62          1.28        2.1331    2   4   2         8
                49.78          2.43        2.1270    6   0   0         2
                50.68          1.48        2.0916    3   3   2         8
                52.42          4.76        2.0269    4   0   2         4
                52.58          1.81        2.0212    3   7   1         8
                52.84          3.34        2.0116    4   6   1         8
                54.37          1.59        1.9594    6   1   1         8
                56.80          2.29        1.8820    2   6   2         8
                57.15          1.35        1.8716    6   3   1         8
                58.01          2.83        1.8460    4   4   2         8
                58.58          1.50        1.8298    5   0   2         4
                58.97          2.24        1.8186    5   6   1         8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
