      Cummingtonite
      Fischer K F
      American Mineralogist 51 (1966) 814-818
      A further refinement of the crystal structure of cummingtonite
      (Mg,Fe)7(Si4O11)2(OH)2
      _database_code_amcsd 0000145
      CELL PARAMETERS:   9.5100 18.1900  5.3300   90.000  101.900   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    902.205
      Density (g/cm3):      3.136
      MAX. ABS. INTENSITY / VOLUME**2:      4.437124403    
      RIR:      0.661
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.30         71.08        9.0950    0   2   0         2
                12.41         83.27        8.2845    1   1   0         4
                19.77         15.19        5.2155    0   0   1         2
                20.30          8.36        5.0801    1   3   0         4
                21.35         24.99        4.8316   -1   1   1         4
                22.70         15.88        4.5475    0   4   0         2
                22.82          4.53        4.5244    0   2   1         4
                24.96         22.65        4.1422    2   2   0         4
                25.30          6.95        4.0882    1   1   1         4
                26.58          5.49        3.8937   -2   0   1         2
                26.80         42.80        3.8629   -1   3   1         4
                30.08         51.29        3.4501    1   3   1         4
                30.28          6.27        3.4276    0   4   1         4
                30.64          1.27        3.3883    1   5   0         4
                31.95         63.49        3.2522    2   4   0         4
                32.88          5.65        3.1631    2   0   1         2
                34.05         81.70        3.0577    3   1   0         4
                34.35          3.89        3.0317    0   6   0         2
                34.87         51.11        2.9875    2   2   1         4
                35.23          4.15        2.9576   -2   4   1         4
                35.40         10.55        2.9441   -1   5   1         4
                35.85          1.53        2.9083   -3   1   1         4
                37.83         13.85        2.7615    3   3   0         4
                38.01        100.00        2.7486    1   5   1         4
                39.49         10.55        2.6500   -3   3   1         4
                39.81          3.95        2.6295   -1   1   2         4
                39.94         50.35        2.6210    0   6   1         4
                40.15          4.29        2.6077    0   0   2         2
                40.33          1.44        2.5967    2   4   1         4
                41.27          5.70        2.5400    2   6   0         4
                41.84          2.95        2.5067    0   2   2         4
                41.86         68.04        2.5058   -2   0   2         2
                43.50          2.54        2.4158   -2   2   2         4
                43.95          1.71        2.3921   -2   6   1         4
                44.57          4.66        2.3604    3   5   0         4
                45.62          1.03        2.3091   -4   0   1         2
                45.66         11.92        2.3069   -1   7   1         4
                46.03         24.21        2.2896   -3   5   1         4
                46.37          3.26        2.2738    0   8   0         2
                46.80          1.18        2.2538    4   2   0         4
                47.15         16.66        2.2381   -4   2   1         4
                47.55          1.37        2.2206    1   3   2         4
                47.57         15.34        2.2194   -3   1   2         4
                47.81         11.21        2.2092    1   7   1         4
                48.14          5.00        2.1947   -2   4   2         4
                48.28         47.05        2.1887    2   6   1         4
                50.51          2.80        2.0979   -3   3   2         4
                50.52         23.16        2.0978    2   0   2         2
                50.87          3.37        2.0843    0   8   1         4
                51.21          2.04        2.0711    4   4   0         4
                51.94          1.71        2.0441    2   2   2         4
                51.98          4.51        2.0429    2   8   0         4
                52.22         12.76        2.0339    3   5   1         4
                53.31          1.66        1.9954    1   5   2         4
                53.41          3.14        1.9920    3   7   0         4
                53.81          1.79        1.9783    4   0   1         2
                53.84          1.74        1.9770    0   6   2         4
                53.90          3.27        1.9751    1   9   0         4
                54.25          1.62        1.9635   -2   8   1         4
                54.69          4.57        1.9489   -3   7   1         4
                54.75         11.26        1.9468   -4   0   2         2
                55.22          1.08        1.9315   -2   6   2         4
                56.05          2.81        1.9050   -3   5   2         4
                56.10          2.85        1.9037   -4   2   2         4
                57.05         10.14        1.8744   -1   9   1         4
                57.83          4.85        1.8515    5   1   0         4
                58.01          2.09        1.8462    2   8   1         4
                58.03          2.18        1.8456    4   6   0         4
                58.33          1.63        1.8370   -4   6   1         4
                58.89          1.95        1.8209    1   9   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
