      Loweite
      Fang J H, Robinson P D
      American Mineralogist 55 (1970) 378-386
      Crystal structures and mineral chemistry of double-salt hydrates: II. The
      crystal structure of loeweite
      _database_code_amcsd 0000200
      CELL PARAMETERS:  11.7690 11.7690 11.7690  106.500  106.500  106.500
      SPACE GROUP: R-3       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1375.673
      Density (g/cm3):      2.411
      MAX. ABS. INTENSITY / VOLUME**2:      2.777938489    
      RIR:      0.538
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.91        100.00       10.3586    1   0   0         6
                10.89         20.04        9.4300    0  -1   1         6
                14.75         27.65        6.9732    1  -1   1         6
                16.61         22.29        6.1978    1   1   0         6
                18.37         23.73        5.6068    0  -1   2         6
                18.37          2.61        5.6068   -1   0   2         6
                18.93         33.42        5.4444    1  -2   1         6
                19.91          1.56        5.1793    2   0   0         6
                21.89          2.55        4.7150    0  -2   2         6
                22.74          7.97        4.5396    1  -1   2         6
                23.13         12.64        4.4659    1   1   1         2
                24.08         23.06        4.2913    1  -2   2         6
                24.08         57.67        4.2913    2  -2   1         6
                25.63         48.73        4.0361    2   1   0         6
                25.63         31.41        4.0361    2   0   1         6
                26.50          2.35        3.9059   -1  -1   3         6
                27.60         30.55        3.7525    0  -1   3         6
                27.60          7.47        3.7525   -1   0   3         6
                28.73          7.33        3.6086    0  -2   3         6
                28.73          4.64        3.6086   -2   0   3         6
                29.09          6.44        3.5642    1  -3   2         6
                29.75          4.71        3.4866    2  -2   2         6
                30.05         26.50        3.4529    2  -1   2         6
                30.05         53.18        3.4529    3   0   0         6
                31.66         14.01        3.2811    2   1   1         6
                31.77         64.51        3.2702    3  -2   1         6
                32.05          2.65        3.2423    1  -1   3         6
                32.05         29.85        3.2423    3  -1   1         6
                32.77         60.20        3.1737    2  -3   2         6
                33.09         11.64        3.1433    0  -3   3         6
                33.58          4.45        3.0989    2   2   0         6
                34.63         12.08        3.0079    3  -3   1         6
                35.40          5.85        2.9440    3   1   0         6
                35.40          5.32        2.9440    3   0   1         6
                35.50         31.57        2.9361   -1  -1   4         6
                36.40         27.70        2.8656   -1  -2   4         6
                37.24         25.59        2.8034   -2   0   4         6
                37.49          6.45        2.7857    2  -2   3         6
                37.49          8.60        2.7857    0  -1   4         6
                37.49          2.81        2.7857    3  -2   2         6
                37.49         17.98        2.7857   -1   0   4         6
                38.40         36.74        2.7222    2  -4   2         6
                38.83         34.55        2.6932    2  -1   3         6
                38.83         40.59        2.6932    3  -1   2         6
                38.92          5.82        2.6872    3  -3   2         6
                38.92          5.45        2.6872    2  -3   3         6
                39.58          1.17        2.6442    2   2   1         6
                39.75         21.20        2.6328   -3   0   4         6
                40.03          2.26        2.6154    1  -4   3         6
                40.03         25.65        2.6154    3  -4   1         6
                41.17          2.09        2.5460    3   1   1         6
                42.10          3.79        2.4924    1  -3   4         6
                42.10          1.74        2.4924    4  -3   1         6
                42.71          1.12        2.4580    3   2   0         6
                42.88          4.30        2.4488    2  -4   3         6
                42.88         15.22        2.4488    3  -4   2         6
                44.63          7.25        2.3575    0  -4   4         6
                45.01          2.58        2.3386    3  -2   3         6
                45.09          6.32        2.3346   -2  -1   5         6
                45.68          9.42        2.3063    4   0   1         6
                46.74          2.29        2.2569    4  -3   2         6
                46.74          1.13        2.2569    2  -3   4         6
                46.74          2.18        2.2569    0  -2   5         6
                47.86          2.78        2.2068    0  -1   5         6
                47.86         20.55        2.2068   -1   0   5         6
                47.94          2.26        2.2035    3  -4   3         6
                47.94          5.36        2.2035    0  -3   5         6
                47.94          2.90        2.2035   -3   0   5         6
                48.50          2.50        2.1796    4  -1   2         6
                48.66          1.85        2.1728    3   1   2         6
                48.66          5.22        2.1728    3   2   1         6
                48.88          3.33        2.1634    3  -5   2         6
                48.88          2.00        2.1634    2  -5   3         6
                50.59          2.70        2.0950    1  -2   5         6
                50.85          1.10        2.0848    5  -3   1         6
                51.20          1.47        2.0717    5   0   0         6
                51.35          8.30        2.0662    0  -4   5         6
                51.35          2.90        2.0659    3   3   0         6
                51.35          8.32        2.0659    4   1   1         6
                51.57          4.59        2.0578    1  -5   4         6
                51.57          4.41        2.0578    4  -5   1         6
                52.51          5.99        2.0235    1  -1   5         6
                52.66          5.78        2.0183    3  -5   3         6
                52.66          4.59        2.0181    4   0   2         6
                52.66         19.08        2.0181    4   2   0         6
                53.21          3.52        1.9987    3  -3   4         6
                53.28          6.05        1.9962    1  -4   5         6
                53.28          4.86        1.9962    5  -4   1         6
                53.94          1.57        1.9736    2  -5   4         6
                54.74          1.58        1.9470    3  -4   4         6
                55.75         13.75        1.9145    5  -3   2         6
                56.32          2.06        1.8967    2  -2   5         6
                56.32          4.25        1.8967    5  -2   2         6
                56.47          2.56        1.8923    4  -1   3         6
                57.24          1.66        1.8689    5  -4   2         6
                58.28         10.32        1.8383    3  -5   4         6
                58.64          1.71        1.8281    4   1   2         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
