      Merrillite
      Xie X, Yang H, Gu X, Downs R T
      American Mineralogist 100 (2015) 2753-2756
      Chemical composition and crystal structure of merrillite from the Suizhou meteorite
      Locality: Suizhou meteorite
      _database_code_amcsd 0020386
      CELL PARAMETERS:  10.3444 10.3444 37.0182   90.000   90.000  120.000
      SPACE GROUP: R3c       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   3430.493
      Density (g/cm3):      3.118
      MAX. ABS. INTENSITY / VOLUME**2:      8.342869638    
      RIR:      1.249
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.75          7.48        8.0637    0   1   2         3
                15.99         19.11        6.4367    1   0   4         3
                16.68          4.44        6.1697    0   0   6         1
                19.93         25.40        5.1722    1   1   0         6
                23.73          8.85        4.3536    2   0   2         3
                25.15          1.10        4.1112    0   1   8         3
                25.66          8.80        4.0318    0   2   4         3
                30.34         25.18        3.4212    1   0  10         3
                30.79          3.85        3.3719    2   1   1         6
                31.18         10.33        3.3307    1   2   2         6
                32.29          3.89        3.2193    1   1   9         6
                32.30          2.82        3.2184    2   0   8         3
                32.70         48.55        3.1798    2   1   4         6
                34.89         14.09        2.9862    3   0   0         3
                36.57        100.00        2.8535    0   2  10         3
                38.24         18.39        2.7326    1   2   8         6
                38.91          4.61        2.6879    0   3   6         3
                38.91          4.20        2.6879    3   0   6         3
                39.49          5.35        2.6494    1   1  12         6
                40.50         62.31        2.5861    2   2   0         6
                41.34          5.37        2.5360    0   1  14         3
                41.42          6.29        2.5311    2   2   3         6
                41.99         13.76        2.4985    2   1  10         6
                42.33          3.60        2.4791    1   3   1         6
                43.81          1.55        2.3997    1   3   4         6
                44.05          1.97        2.3869    1   2  11         6
                44.09          5.88        2.3851    2   2   6         6
                44.67          4.74        2.3555    3   1   5         6
                46.30          1.44        2.2770    2   0  14         3
                47.11          7.87        2.2401    1   0  16         3
                47.39          2.76        2.2273    1   1  15         6
                47.48          1.88        2.2234    0   4   2         3
                48.50          1.26        2.1793    2   1  13         6
                48.56         11.08        2.1768    4   0   4         3
                49.32          1.43        2.1456    0   3  12         3
                49.32         13.41        2.1456    3   0  12         3
                50.88          1.87        2.0840    1   2  14         6
                51.43          3.62        2.0630    1   3  10         6
                51.60          2.07        2.0566    0   0  18         1
                51.63          1.10        2.0556    0   2  16         3
                51.73          2.39        2.0521    3   2   1         6
                51.98          4.09        2.0427    2   3   2         6
                52.72          6.45        2.0159    0   4   8         3
                52.99          4.27        2.0063    3   2   4         6
                53.21          1.19        1.9989    3   1  11         6
                53.70          3.19        1.9818    2   2  12         6
                55.24          1.63        1.9308    1   4   3         6
                55.70         19.85        1.9162    4   0  10         3
                56.92         17.34        1.8783    2   3   8         6
                57.41          7.56        1.8636    1   4   6         6
                57.41          6.04        1.8636    4   1   6         6
                59.19          4.61        1.8126    0   1  20         3
                59.76          5.31        1.7969    3   2  10         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
