      Sanidine
      Onorato E, Penta M, Sgarlata F
      Periodico di Mineralogia 32 (1963) 1-34
      Struttura del Sanidino
      Note: Occupancies not provided, estimated using Kroll & Ribbe, 1983
      Locality: Alban Hills, Rome Province, Latium, Italy
      _database_code_amcsd 0020562
      CELL PARAMETERS:   8.4800 12.9700  7.1800   90.000  115.980   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    709.895
      Density (g/cm3):      2.604
      MAX. ABS. INTENSITY / VOLUME**2:      4.267371203    
      RIR:      0.765
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.66          6.22        6.5720    1   1   0         4
                15.87          6.60        6.4850    0   2   0         2
                15.94          1.76        6.4544    0   0   1         2
                17.64          7.97        5.8370   -1   1   1         4
                22.57          1.80        4.5747    0   2   1         4
                24.73         61.48        4.1803   -2   0   1         2
                26.38         19.50        3.9234    1   1   1         4
                27.17          3.80        3.8115    2   0   0         2
                27.54         79.53        3.7606    1   3   0         4
                28.75         16.09        3.6059   -1   3   1         4
                29.52         11.36        3.5136   -2   2   1         4
                29.99         50.88        3.4595   -1   1   2         4
                31.62        100.00        3.2860    2   2   0         4
                31.79         59.80        3.2682   -2   0   2         2
                32.05         29.31        3.2425    0   4   0         2
                32.21         80.22        3.2272    0   0   2         2
                34.95         57.53        2.9812    1   3   1         4
                35.72          7.84        2.9185   -2   2   2         4
                35.99         24.65        2.8974    0   4   1         4
                36.10         11.01        2.8892    0   2   2         4
                37.83         21.92        2.7617   -1   3   2         4
                40.57         18.16        2.5820   -3   1   2         4
                40.88          3.60        2.5630    2   2   1         4
                40.90         35.55        2.5621   -2   4   1         4
                41.24          9.02        2.5418    1   1   2         4
                42.07          8.68        2.4936    3   1   0         4
                42.50          3.96        2.4697    2   4   0         4
                43.59          9.02        2.4111   -1   5   1         4
                44.50         11.46        2.3638   -3   3   1         4
                45.39          6.00        2.3201   -1   1   3         4
                46.89          2.01        2.2499   -3   3   2         4
                47.42          1.27        2.2260   -2   2   3         4
                48.14          4.46        2.1946    1   5   1         4
                48.93         22.73        2.1617    0   6   0         2
                50.08         10.34        2.1149    2   4   1         4
                50.62          3.40        2.0938   -4   0   1         2
                50.72          4.55        2.0901   -4   0   2         2
                51.56          1.98        2.0581    2   0   2         2
                51.79          5.09        2.0498    0   6   1         4
                51.82          2.48        2.0488    3   1   1         4
                53.48         12.35        1.9894   -4   2   2         4
                54.30         10.86        1.9617    2   2   2         4
                54.78          2.92        1.9457   -3   3   3         4
                55.89          3.03        1.9101   -3   5   1         4
                56.03         10.03        1.9058    4   0   0         2
                56.29          6.25        1.8977   -4   0   3         2
                56.86          2.35        1.8803    2   6   0         4
                57.18          1.74        1.8706    3   3   1         4
                57.92          6.71        1.8487    1   1   3         4
                58.45          1.59        1.8335    1   5   2         4
                58.62          2.27        1.8284    4   2   0         4
                58.88          1.18        1.8213   -4   2   3         4
                59.09          2.90        1.8152    3   5   0         4
                59.54          3.89        1.8030   -2   6   2         4
                59.79          8.49        1.7960    0   6   2         4
                59.91          8.80        1.7927    0   4   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
