      Xonotlite
      Hejny C, Armbruster T
      Zeitschrift fur Kristallographie 216 (2001) 396-408
      Polytypism in xonotlite Ca6Si6O17(OH)2
      Note: polytype derived from structure in Kudoh and Takeuchi (1979)
      Locality: model structure, not experimentally determined
      _database_code_amcsd 0011089
      CELL PARAMETERS:   8.7120  7.3630  7.0120   89.990   90.360  102.180
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    439.661
      Density (g/cm3):      2.692
      MAX. ABS. INTENSITY / VOLUME**2:      3.337969195    
      RIR:      0.579
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.07         12.87        8.5157    1   0   0         2
                14.29         13.75        7.1973    0   1   0         2
                14.67         61.89        7.0119    0   0   1         2
                16.67         13.61        6.1769   -1   1   0         2
                18.98          1.29        5.4301   -1   0   1         2
                19.10          1.47        5.3961    1   0   1         2
                20.52          9.31        5.0254    0  -1   1         2
                20.55         32.23        5.0194    0   1   1         2
                20.62          9.15        5.0013    1   1   0         2
                22.31         30.92        4.6266    1  -1   1         2
                24.27         71.00        4.2579    2   0   0         2
                25.34          2.56        4.0805   -1  -1   1         2
                25.46         10.79        4.0629    1   1   1         2
                25.48          2.13        4.0591   -2   1   0         2
                28.39         33.58        3.6498   -2   0   1         2
                28.56         62.63        3.6291    2   0   1         2
                29.45          1.79        3.5212   -2   1   1         2
                29.59          9.08        3.5059    0   0   2         2
                31.98         94.52        3.2492   -1   0   2         2
                32.13          9.57        3.2347    1   0   2         2
                32.45          1.02        3.2033   -1   2   1         2
                32.46          1.03        3.2031    0  -2   1         2
                32.49          9.56        3.2001    0   2   1         2
                32.50          9.46        3.1993    1  -2   1         2
                32.98          8.08        3.1533    0  -1   2         2
                33.01         18.62        3.1504    0   1   2         2
                33.69         99.98        3.0893    1   2   0         2
                33.70         99.54        3.0884   -2   2   0         2
                34.20         14.05        3.0443    1  -1   2         2
                34.39          3.26        3.0282    2   1   1         2
                36.26          4.06        2.8770   -1  -1   2         2
                36.42          1.20        2.8647    1   1   2         2
                36.56          2.84        2.8541   -3   1   0         2
                36.76         12.68        2.8386    3   0   0         2
                36.87         49.83        2.8306   -1  -2   1         2
                36.88         50.17        2.8302   -2   2   1         2
                38.50          3.15        2.7150   -2   0   2         2
                38.75         79.73        2.6981    2   0   2         2
                39.32          5.13        2.6604   -2   1   2         2
                39.54          1.97        2.6462    2  -1   2         2
                39.67          3.87        2.6380    3  -1   1         2
                39.69         14.48        2.6370   -3   0   1         2
                41.74          2.69        2.5130   -1   2   2         2
                41.74          2.70        2.5127    0  -2   2         2
                41.79         18.88        2.5097    0   2   2         2
                41.80         18.68        2.5091    1  -2   2         2
                41.95          7.12        2.5006    2   2   0         2
                41.96          6.99        2.4999   -3   2   0         2
                42.52          2.13        2.4688    3   1   0         2
                42.90          1.55        2.4479   -1   3   0         2
                43.14          1.78        2.4351   -2  -1   2         2
                43.39          1.39        2.4215    2   1   2         2
                44.61          4.06        2.3588   -2  -2   1         2
                44.61          4.08        2.3583   -3   2   1         2
                45.04         20.38        2.3373    0   0   3         2
                46.72         14.49        2.2576   -1   0   3         2
                46.88          6.97        2.2503    1   0   3         2
                47.47          3.07        2.2238    0  -1   3         2
                47.51          3.29        2.2222    0   1   3         2
                48.15          1.53        2.1945   -2   3   1         2
                48.22          1.28        2.1915    2  -3   1         2
                49.73          1.52        2.1289    4   0   0         2
                50.71          1.82        2.0902    1   3   1         2
                51.96          6.87        2.0434    2   0   3         2
                52.03          7.34        2.0407   -4   0   1         2
                52.05         27.80        2.0403   -2  -2   2         2
                52.05         27.72        2.0401   -3   2   2         2
                52.32          2.46        2.0303   -2   1   3         2
                52.33          1.00        2.0301    3   2   0         2
                52.34          1.02        2.0295   -4   2   0         2
                54.31          1.22        1.9614   -1   2   3         2
                54.31          1.22        1.9612    0  -2   3         2
                54.38          8.86        1.9591    0   2   3         2
                54.39          8.66        1.9587    1  -2   3         2
                54.73         37.77        1.9473    3   2   1         2
                54.75         37.51        1.9467    4  -2   1         2
                55.38          4.22        1.9262    2  -3   2         2
                55.42          2.11        1.9250   -2  -1   3         2
                57.30          1.37        1.8670   -2   2   3         2
                57.30          1.34        1.8669   -1  -2   3         2
                57.50          2.98        1.8610    1   2   3         2
                57.52          2.91        1.8605    2  -2   3         2
                57.64          1.47        1.8570   -2  -3   1         2
                57.67          3.47        1.8561    1   3   2         2
                58.19         49.50        1.8407   -1   4   0         2
                58.75         12.08        1.8249   -4   0   2         2
                59.12          1.49        1.8146    4   0   2         2
                59.69          1.72        1.7987    3   0   3         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
