      Rozenite
      Baur W H
      Acta Crystallographica 15 (1962) 815-826
      Zur kristallchemie der salzhydrate. Die kristallstrukturen von MgSO4*4H2O
      (leonhardtit) und FeSO4*4H2O (rozenit)
      Locality: synthetic
      _database_code_amcsd 0009276
      CELL PARAMETERS:   5.9790 13.6480  7.9770   90.000   90.430   90.000
      SPACE GROUP: P2_1/n    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    650.916
      Density (g/cm3):      2.285
      MAX. ABS. INTENSITY / VOLUME**2:      5.826518861    
      RIR:      1.190
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                14.94         23.43        6.8868    0   1   1         4
                15.08         18.31        6.8240    0   2   0         2
                18.82        100.00        5.4764    1   1   0         4
                19.88          7.63        5.1854    0   2   1         4
                21.65         13.14        4.7670    1   0   1         2
                22.95         34.42        4.5004    1   1   1         4
                22.96         77.73        4.4970    1   2   0         4
                25.94         66.30        3.9884    0   0   2         2
                26.18          3.99        3.9518    0   3   1         4
                27.04          1.06        3.8283    0   1   2         4
                28.63         10.79        3.6204    1   3   0         4
                30.42         49.47        3.4120    0   4   0         2
                31.45          3.60        3.3024   -1   3   1         4
                31.57         21.77        3.2911    1   3   1         4
                32.13         39.62        3.2346   -1   1   2         4
                32.35          1.62        3.2135    1   1   2         4
                33.16          1.50        3.1371    0   4   1         4
                34.81         24.84        2.9923   -1   2   2         4
                35.02         18.93        2.9756    1   2   2         4
                35.16         22.60        2.9634    1   4   0         4
                35.70          8.31        2.9202    2   1   0         4
                37.55          4.89        2.7813   -1   4   1         4
                37.64          5.44        2.7745    1   4   1         4
                38.01          1.28        2.7487   -2   1   1         4
                38.16          3.59        2.7382    2   2   0         4
                38.20          7.19        2.7357    2   1   1         4
                38.92          2.50        2.6868   -1   3   2         4
                40.12          2.96        2.6099    0   1   3         4
                40.39          1.56        2.5927    0   4   2         4
                40.53         28.18        2.5844    2   2   1         4
                42.26          7.13        2.4831    1   5   0         4
                42.36          1.23        2.4775    0   2   3         4
                43.11         24.03        2.4363   -1   0   3         2
                43.37          2.99        2.4228    1   0   3         2
                43.78          2.70        2.4007   -2   0   2         2
                44.08          7.69        2.3855    1   1   3         4
                44.12          6.25        2.3835    2   0   2         2
                44.13          1.77        2.3829   -1   4   2         4
                44.32          3.35        2.3730   -1   5   1         4
                44.49         12.61        2.3644   -2   1   2         4
                44.82          5.87        2.3480    2   1   2         4
                45.90          5.76        2.2956    0   3   3         4
                46.17          1.53        2.2831    1   2   3         4
                46.35         19.46        2.2747    0   6   0         2
                46.56          1.57        2.2647   -2   2   2         4
                46.88          7.23        2.2502    2   2   2         4
                48.31          4.37        2.1875    0   6   1         4
                48.94          1.82        2.1610    2   4   1         4
                49.26          3.78        2.1477   -1   3   3         4
                49.87          7.51        2.1232   -2   3   2         4
                50.18          3.52        2.1109   -1   5   2         4
                50.33          1.03        2.1050    1   5   2         4
                51.63          2.67        2.0557   -1   6   1         4
                53.34          3.29        1.9942    0   0   4         2
                53.68          5.15        1.9827   -1   4   3         4
                53.88          8.61        1.9759    0   6   2         4
                53.95          6.29        1.9732   -2   1   3         4
                54.25          1.09        1.9634   -2   4   2         4
                54.38          2.17        1.9589    2   1   3         4
                54.53          2.55        1.9540    2   4   2         4
                54.59          6.10        1.9519    2   5   1         4
                55.26          4.04        1.9301    3   0   1         2
                55.80          3.61        1.9130    3   2   0         4
                56.07          1.06        1.9046    0   5   3         4
                56.18         13.91        1.9010    2   2   3         4
                56.93          2.94        1.8782   -1   6   2         4
                56.93          3.34        1.8780   -1   1   4         4
                57.07          2.01        1.8740    1   6   2         4
                57.21          1.65        1.8697    1   1   4         4
                58.68          2.75        1.8268   -1   2   4         4
                58.73          1.26        1.8255    3   3   0         4
                59.10          1.02        1.8150    2   3   3         4
                59.41          2.56        1.8065   -1   7   1         4
                59.48         11.05        1.8046    1   7   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
