      Melanterite
      Peterson R C
      The Canadian Mineralogist 41 (2003) 937-949
      The relatinship between Cu content and distortion in the atomic structure
      of melanterite from the Richmond mine, Iron Mountain, California
      Sample: 98-rp-36
      Locality: Richmond mine, Iron Mountain, California
      _database_code_amcsd 0005872
      CELL PARAMETERS:  14.0520  6.4960 11.0260   90.000  105.610   90.000
      SPACE GROUP: P2_1/c    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    969.350
      Density (g/cm3):      2.033
      MAX. ABS. INTENSITY / VOLUME**2:      7.346726001    
      RIR:      1.687
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.20         12.93        6.7669    2   0   0         2
                17.58          1.84        5.8563    1   1   0         4
                18.59          7.57        5.5414    0   1   1         4
                18.84          9.07        5.4684   -1   0   2         2
                19.08          8.16        5.4010   -1   1   1         4
                19.41          9.69        5.3097    0   0   2         2
                21.08        100.00        4.8929    1   1   1         4
                21.23         50.60        4.8604   -2   0   2         2
                22.72         10.11        4.5445    1   0   2         2
                25.74          8.00        4.0196    2   1   1         4
                27.49         62.39        3.7671   -3   1   1         4
                27.85         18.92        3.7194    2   0   2         2
                30.68          4.50        3.3834    4   0   0         2
                31.67          3.60        3.2803    3   1   1         4
                32.00         22.96        3.2480    0   2   0         2
                32.50         13.45        3.1988   -1   1   3         4
                33.37          9.48        3.1177   -2   1   3         4
                33.50          3.63        3.1060    0   2   1         4
                33.78          2.21        3.0806   -1   2   1         4
                34.06          5.80        3.0560    3   0   2         2
                34.71          8.82        3.0008    4   1   0         4
                35.59          5.86        2.9290   -4   1   2         4
                35.60          1.38        2.9282    2   2   0         4
                37.39          6.49        2.7926   -1   2   2         4
                37.77          5.51        2.7653    3   1   2         4
                38.01          8.46        2.7486   -1   0   4         2
                38.11          1.58        2.7422    2   2   1         4
                38.33          2.87        2.7265   -5   0   2         2
                38.39         16.22        2.7227    4   1   1         4
                39.41          3.94        2.6548    0   0   4         2
                39.60          8.69        2.6425    1   2   2         4
                39.70          5.76        2.6359    3   2   0         4
                39.99          8.48        2.6178   -4   1   3         4
                40.01          4.06        2.6164   -3   0   4         2
                40.26          1.71        2.6010    2   1   3         4
                40.96          1.68        2.5584    4   0   2         2
                41.42          1.14        2.5314   -1   1   4         4
                41.54          2.52        2.5243   -3   2   2         4
                41.72          1.64        2.5141   -5   1   2         4
                41.99          2.20        2.4985    5   1   0         4
                42.28          6.94        2.4821    1   0   4         2
                42.51          4.67        2.4691    3   2   1         4
                43.23          2.83        2.4302   -4   0   4         2
                43.29          4.47        2.4269   -3   1   4         4
                43.93          5.26        2.3932    0   2   3         4
                44.12          1.10        2.3834   -4   2   1         4
                44.92          1.80        2.3431    4   2   0         4
                45.14          1.06        2.3323   -5   1   3         4
                45.56          4.03        2.3120   -6   0   2         2
                45.63          3.39        2.3084   -4   2   2         4
                45.65          4.58        2.3077    5   1   1         4
                45.94          1.70        2.2939   -3   2   3         4
                46.40          1.55        2.2723    2   0   4         2
                46.76          1.19        2.2556    6   0   0         2
                47.63          1.59        2.2169   -5   0   4         2
                48.53          4.20        2.1781   -6   1   2         4
                50.12          2.19        2.1135   -1   3   1         4
                51.01          3.50        2.0790    1   3   1         4
                51.10          4.50        2.0756   -1   1   5         4
                51.63          1.05        2.0555    0   2   4         4
                51.83          2.68        2.0483   -3   1   5         4
                52.65          3.57        2.0187    0   1   5         4
                52.80          4.33        2.0132   -1   3   2         4
                52.90          4.79        2.0098    4   2   2         4
                53.01          2.76        2.0058   -6   0   4         2
                53.36          1.35        1.9937    6   1   1         4
                53.82          1.43        1.9779   -2   3   2         4
                54.32         14.72        1.9610   -3   3   1         4
                54.78          2.54        1.9458   -4   2   4         4
                55.39          5.64        1.9260    1   1   5         4
                55.87          2.94        1.9108   -7   1   1         4
                56.21          1.26        1.9002    6   0   2         2
                56.75          4.46        1.8835   -6   2   2         4
                56.82          5.61        1.8814    3   3   1         4
                57.35          1.60        1.8656   -1   3   3         4
                57.45          3.04        1.8625   -5   1   5         4
                57.47          6.64        1.8619    2   2   4         4
                57.55          1.93        1.8597    4   0   4         2
                57.78          2.92        1.8527    6   2   0         4
                57.90          4.16        1.8493   -7   1   3         4
                58.31          3.37        1.8375    5   1   3         4
                59.63          2.13        1.8003   -3   3   3         4
                59.76          1.38        1.7967    1   3   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
