      Pargasite
      Sharma A, Jenkins D M
      American Mineralogist 84 (1999) 1304-1318
      Hydrothermal synthesis of amphiboles along the tremolite-pargasite join
      and in the ternary system tremolite-pargasite-cummingtonite
      Sample: PARG 18-3
      _database_code_amcsd 0002279
      CELL PARAMETERS:   9.8160 18.0400  5.2775   90.000  104.741   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    903.784
      Density (g/cm3):      2.979
      MAX. ABS. INTENSITY / VOLUME**2:      4.468532638    
      RIR:      0.700
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.39         38.15        9.0200    0   2   0         2
                12.23         62.01        8.4008    1   1   0         4
                20.20         53.87        5.1038    0   0   1         2
                20.30         10.39        5.0799    1   3   0         4
                21.16          7.58        4.8763   -1   1   1         4
                21.74          7.66        4.7465    2   0   0         2
                22.90         25.34        4.5100    0   4   0         2
                23.25          6.15        4.4420    0   2   1         4
                24.61          6.79        4.2004    2   2   0         4
                25.71         26.37        4.0236   -2   0   1         2
                25.98         18.69        3.9821    1   1   1         4
                26.72        100.00        3.8738   -1   3   1         4
                28.20          6.84        3.6746   -2   2   1         4
                30.73         11.28        3.3778    1   3   1         4
                31.78         39.30        3.2694    2   4   0         4
                33.38         63.45        3.1167    3   1   0         4
                33.52         15.55        3.1041    2   0   1         2
                34.51          9.78        3.0175   -3   1   1         4
                35.47         26.55        2.9386   -1   5   1         4
                35.51         67.25        2.9351    2   2   1         4
                37.29         10.73        2.8003    3   3   0         4
                38.32          3.59        2.7277   -3   3   1         4
                38.67         56.85        2.7036    1   5   1         4
                40.43         10.78        2.5906    0   6   1         4
                41.07          9.12        2.5519    0   0   2         2
                41.40         56.21        2.5324   -2   0   2         2
                42.76          1.23        2.4555    0   2   2         4
                43.08          2.55        2.4381   -2   2   2         4
                43.64         17.28        2.4085   -2   6   1         4
                43.84          9.37        2.3978   -4   0   1         2
                44.21          6.75        2.3790    3   5   0         4
                45.10         14.80        2.3340   -3   5   1         4
                45.45         29.36        2.3173   -4   2   1         4
                45.87         17.68        2.2969   -1   7   1         4
                46.38         16.10        2.2734   -3   1   2         4
                47.83          6.12        2.2081   -2   4   2         4
                48.50          3.75        2.1793    1   7   1         4
                48.84          1.17        2.1651    1   3   2         4
                48.97         10.51        2.1597    2   6   1         4
                49.42          2.50        2.1415   -3   3   2         4
                49.71          2.98        2.1297   -1   5   2         4
                51.44          1.56        2.0626    0   8   1         4
                52.02         15.81        2.0414    2   0   2         2
                52.78          4.61        2.0138    3   5   1         4
                52.84          8.35        2.0118   -4   0   2         2
                53.23          5.36        1.9983    3   7   0         4
                54.01          1.41        1.9714   -3   7   1         4
                54.08          2.69        1.9689    4   0   1         2
                54.14          2.23        1.9671   -2   8   1         4
                54.24          1.01        1.9635   -4   2   2         4
                54.31          5.79        1.9612    1   9   0         4
                55.13          3.43        1.9345   -3   5   2         4
                56.60          8.54        1.8882    5   1   0         4
                57.41         20.72        1.8638   -1   9   1         4
                57.54          2.00        1.8598    2   4   2         4
                57.74          1.37        1.8539   -5   3   1         4
                58.10          3.44        1.8436   -1   7   2         4
                58.31          3.05        1.8373   -4   4   2         4
                58.77          1.55        1.8244    2   8   1         4
                59.26          4.65        1.8105    5   3   0         4
                59.50          1.92        1.8040    0  10   0         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
