      Dickinsonite-(KMnNa)
      Moore P B, Araki T, Merlino S, Mellini M, Zanazzi P F
      American Mineralogist 66 (1981) 1034-1049
      The arrojadite-dickinsonite series, KNa4Ca(Fe,Mn)14Al(OH)2(PO4)12:
      crystal structure and crystal chemistry
      sample BR
      Locality: Branchville, Connecticut, USA
      _database_code_amcsd 0000848
      CELL PARAMETERS:  24.9400 10.1310 16.7220   90.000  105.600   90.000
      SPACE GROUP: A2/a      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   4069.458
      Density (g/cm3):      3.521
      MAX. ABS. INTENSITY / VOLUME**2:      7.597114256    
      RIR:      1.007
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 8.55         13.08       12.0106    2   0   0         2
                11.98          1.66        8.5755    0   1   1         4
                12.13          6.87        8.4694   -1   1   1         4
                12.76         13.07        8.0530    0   0   2         2
                13.29          2.83        7.7333    1   1   1         4
                13.32         10.62        7.7171   -2   0   2         2
                15.71         12.81        6.5497    2   1   1         4
                16.28          1.72        6.3214   -3   1   1         4
                17.14          7.54        6.0053    4   0   0         2
                17.20         11.01        5.9855    2   0   2         2
                18.44         27.37        5.5878   -4   0   2         2
                18.82          1.17        5.4746    3   1   1         4
                19.49          3.45        5.2877   -4   1   1         4
                20.36         18.84        5.0655    0   2   0         2
                21.40          1.66        4.8208   -2   1   3         4
                21.75          4.67        4.7438    0   1   3         4
                22.11          8.44        4.6674    2   2   0         4
                22.35          9.43        4.6182    4   1   1         4
                22.51          3.50        4.5872   -3   1   3         4
                24.07          1.87        4.2926    4   0   2         2
                24.14          1.68        4.2808    3   2   0         4
                24.41          3.25        4.2347   -2   2   2         4
                24.79          6.48        4.1706   -2   0   4         2
                25.10          2.32        4.1202    1   2   2         4
                25.57          1.09        4.0447   -6   0   2         2
                26.73          1.36        3.8720    4   2   0         4
                26.93          2.27        3.8448   -6   1   1         4
                27.60          1.03        3.7529   -4   2   2         4
                29.02          1.77        3.5730    3   2   2         4
                29.67          2.61        3.4963   -6   1   3         4
                29.76          4.83        3.4858    5   2   0         4
                30.04          1.75        3.4541   -5   2   2         4
                30.13         23.08        3.4436    6   1   1         4
                30.95         12.71        3.3549    4   1   3         4
                31.28          1.62        3.3204   -6   0   4         2
                31.43          4.12        3.3051    0   3   1         4
                31.73          1.47        3.2749    4   2   2         4
                31.94         36.49        3.2531    6   0   2         2
                31.97          4.65        3.2502    1   3   1         4
                32.15         15.06        3.2326   -2   3   1         4
                32.81          1.62        3.1691   -3   2   4         4
                32.90          2.56        3.1607   -6   2   2         4
                32.91          2.87        3.1597   -7   1   3         4
                33.00          1.43        3.1520    0   2   4         4
                33.04          1.16        3.1481   -1   1   5         4
                33.10          4.40        3.1426    2   3   1         4
                33.90          6.48        3.0709   -4   1   5         4
                33.91         99.91        3.0695   -4   2   4         4
                34.69          2.66        3.0027    8   0   0         2
                34.75          2.16        2.9973    3   3   1         4
                35.09          1.57        2.9697   -8   1   1         4
                35.29          1.56        2.9528   -5   1   5         4
                35.93          2.20        2.9024    2   2   4         4
                36.11          1.27        2.8886   -7   2   2         4
                36.12          1.08        2.8874   -1   3   3         4
                36.28         21.02        2.8751   -2   3   3         4
                36.44          7.79        2.8631   -8   1   3         4
                36.50          9.00        2.8585    0   3   3         4
                36.73          3.39        2.8411    7   2   0         4
                36.87         11.11        2.8303    4   3   1         4
                36.97          1.37        2.8231   -3   3   3         4
                37.18         18.30        2.8083   -6   1   5         4
                37.34          1.45        2.7960   -5   3   1         4
                37.37         18.51        2.7939   -8   0   4         2
                37.40          3.64        2.7920    1   3   3         4
                37.51         22.77        2.7839   -2   0   6         2
                37.94          4.38        2.7540    6   1   3         4
                38.17          2.68        2.7376   -4   3   3         4
                38.18         73.97        2.7373    6   2   2         4
                38.79          3.17        2.6953    2   3   3         4
                39.94          7.21        2.6208   -6   3   1         4
                40.55         10.08        2.5830    8   2   0         4
                40.66         21.35        2.5766    4   2   4         4
                40.73          8.13        2.5724   -6   0   6         2
                41.39         16.13        2.5327    0   4   0         2
                42.09          1.92        2.4928  -10   0   2         2
                42.19          2.40        2.4872    4   1   5         4
                42.89          1.77        2.4486    4   3   3         4
                42.93         12.90        2.4464   -8   2   4         4
                43.05          8.83        2.4397   -2   2   6         4
                43.28          1.03        2.4272   -9   2   2         4
                43.60          5.95        2.4104   -4   2   6         4
                43.68          2.33        2.4065   -2   4   2         4
                43.72          2.74        2.4042  -10   1   1         4
                43.76          1.13        2.4021   10   0   0         2
                44.12          1.60        2.3834  -10   1   3         4
                44.39          1.17        2.3695   -7   3   3         4
                44.49          1.03        2.3646   -1   3   5         4
                44.56          2.87        2.3611   -5   2   6         4
                45.11          3.64        2.3337    4   4   0         4
                45.15          1.42        2.3317   -9   1   5         4
                45.17          2.54        2.3309    0   3   5         4
                45.29          2.40        2.3247   -3   1   7         4
                45.43          1.60        2.3180   -2   1   7         4
                45.44          1.33        2.3175    7   3   1         4
                45.65          1.37        2.3074    1   2   6         4
                46.10          1.55        2.2861   -8   3   1         4
