      Frankamenite
      Rozhdestvenskaya I V, Nikishova L V, Lazebnik K A
      Mineralogical Magazine 60 (1996) 897-905
      The crystal structure of frankamenite
      Locality: South Yukutia, Russia
      _database_code_amcsd 0014522
      CELL PARAMETERS:  10.0940 12.6910  7.2400   90.000  111.020  110.200
      SPACE GROUP: P1        
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    804.337
      Density (g/cm3):      2.646
      MAX. ABS. INTENSITY / VOLUME**2:      5.857498329    
      RIR:      1.033
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 8.71          1.64       11.7908    0   1   0         1
                11.74          1.50        8.7539    1   0   0         1
                11.75          1.02        8.7455   -1   1   0         1
                17.47         25.49        5.8954    0   2   0         1
                21.63          2.27        4.7703    0  -2   1         1
                21.63          2.46        4.7703   -1   2   1         1
                21.86          5.60        4.7205   -2   1   1         1
                21.86          6.24        4.7202    1  -1   1         1
                21.91         25.67        4.7111   -2   1   0         1
                24.49         15.16        4.2198    1   2   0         1
                24.52         13.03        4.2151   -1   3   0         1
                24.96          1.18        4.1422    0   2   1         1
                28.13          1.15        3.6829    2   1   0         1
                29.50          2.17        3.5154   -2   3   1         1
                29.50          2.11        3.5153    1  -3   1         1
                29.98          6.77        3.4606   -1  -1   2         1
                29.98          6.88        3.4605   -1   1   2         1
                31.04          4.96        3.3453   -2   0   2         1
                31.04          4.70        3.3452    0   0   2         1
                31.05          4.45        3.3448   -2   1   2         1
                31.05          4.12        3.3447    0  -1   2         1
                31.14          4.43        3.3351   -3   1   1         1
                31.14          4.90        3.3349    2  -1   1         1
                31.78          3.29        3.2692   -3   2   1         1
                31.78          3.17        3.2690    2  -2   1         1
                32.52          2.93        3.1972   -1  -3   1         1
                32.52          2.73        3.1971    0   3   1         1
                32.67          6.31        3.1829   -2  -2   1         1
                32.67          6.03        3.1827    1   2   1         1
                32.77          5.50        3.1736    1   3   0         1
                32.80          4.91        3.1707   -1   4   0         1
                33.74         50.26        3.0849   -1  -2   2         1
                33.74         49.74        3.0848   -1   2   2         1
                34.48          8.62        3.0200    2   2   0         1
                34.53          8.72        3.0159   -2   4   0         1
                34.80          1.23        2.9933   -3   3   1         1
                34.80          1.33        2.9932    2  -3   1         1
                35.36          8.46        2.9477    0   4   0         1
                35.73         30.72        2.9180    3   0   0         1
                35.77         31.66        2.9152   -3   3   0         1
                36.21          6.72        2.8805   -2   4   1         1
                36.21          6.47        2.8805    1  -4   1         1
                36.61          2.39        2.8503    0  -4   1         1
                36.61          2.34        2.8502   -1   4   1         1
                37.01          1.47        2.8201   -3  -1   1         1
                37.02          1.46        2.8199    2   1   1         1
                38.03          4.40        2.7476   -2  -2   2         1
                38.03          4.25        2.7475    0   2   2         1
                38.05          4.61        2.7462   -2   3   2         1
                38.05          4.58        2.7462    0  -3   2         1
                39.29         14.44        2.6627   -1  -3   2         1
                39.29         14.56        2.6626   -1   3   2         1
                39.92          3.69        2.6223   -2  -3   1         1
                39.92          3.75        2.6222    1   3   1         1
                40.02          3.77        2.6158    3   1   0         1
                40.08          3.65        2.6125   -3   4   0         1
                40.57          1.01        2.5818   -3  -1   2         1
                40.58          1.08        2.5816    1   1   2         1
                40.82          1.43        2.5670   -1  -4   1         1
                40.82          1.53        2.5669    0   4   1         1
                41.52          3.42        2.5253    1   4   0         1
                41.55          2.99        2.5235   -1   5   0         1
                43.92          1.93        2.3938   -2   5   1         1
                43.92          1.94        2.3938    1  -5   1         1
                44.50          1.21        2.3641   -4   0   1         1
                44.50          1.12        2.3640    3   0   1         1
                44.57          6.59        2.3607   -4   1   2         1
                44.57          6.54        2.3606    2  -1   2         1
                44.58          6.39        2.3602   -4   2   2         1
                44.58          6.39        2.3601    2  -2   2         1
                44.67         13.62        2.3556   -4   2   0         1
                45.59          6.32        2.3105   -4   1   0         1
                45.61          6.20        2.3093   -4   3   0         1
                46.11          5.87        2.2858   -1  -4   2         1
                46.11          5.92        2.2857   -1   4   2         1
                46.40          1.33        2.2723   -4   4   1         1
                46.40          1.42        2.2723    3  -4   1         1
                48.29          1.35        2.1885    4   0   0         1
                48.34          1.35        2.1864   -4   4   0         1
                48.59          1.11        2.1759    3   1   1         1
                50.69          1.42        2.0910    1   5   0         1
                50.73          1.63        2.0897   -1   6   0         1
                51.21          2.93        2.0712   -2  -4   2         1
                51.22          3.02        2.0711    0   4   2         1
                51.24          3.21        2.0701    0  -5   2         1
                51.24          3.15        2.0701   -2   5   2         1
                53.55          1.22        1.9872   -4   0   3         1
                53.55          1.12        1.9870    1   0   3         1
                54.20          2.37        1.9651    0   6   0         1
                54.94          1.28        1.9407   -4  -2   2         1
                54.94          1.29        1.9406    2   2   2         1
                55.00          1.24        1.9387   -4   5   2         1
                55.00          1.35        1.9386    2  -5   2         1
                57.11          1.27        1.8728    3   0   2         1
                57.15          1.22        1.8715    3  -4   2         1
                58.82          1.44        1.8229   -3  -4   2         1
                58.82          1.45        1.8228    1   4   2         1
                58.87          1.32        1.8214   -3   6   2         1
                58.87          1.37        1.8214    1  -6   2         1
                59.26          1.94        1.8107   -2  -5   2         1
                59.26          1.97        1.8106    0   5   2         1
                59.29          1.67        1.8098    0  -6   2         1
                59.29          1.65        1.8098   -2   6   2         1
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
