      Fenaksite
      Golovachev V P, Drozdov Y N, Kuz'min E A, Belov N V
      Soviet Physics Doklady 15 (1971) 902-904
      The crystal structure of phenaxite FeNaK(Si4O10)(KNaFe[Si4O10])
      Locality: Khibiny massif, Kola Peninsula, Russia
      _database_code_amcsd 0015598
      CELL PARAMETERS:   6.9800  8.2400  9.9800  114.200   80.230  115.600
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    472.143
      Density (g/cm3):      2.745
      MAX. ABS. INTENSITY / VOLUME**2:      3.035568580    
      RIR:      0.516
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                14.95         20.17        6.8825    0  -1   1         2
                14.96         81.88        6.8775    0   1   0         2
                16.35         12.48        6.2945    1   0   0         2
                17.24         49.80        5.9726    1  -1   1         2
                19.83         27.78        5.1993   -1   0   1         2
                20.00         15.37        5.1555    1   0   1         2
                21.95          3.99        4.7026    0  -1   2         2
                21.97         33.08        4.6979    0   1   1         2
                22.69         42.13        4.5513    0   0   2         2
                23.46          3.62        4.4022   -1   1   1         2
                23.66         21.45        4.3662    1  -1   2         2
                25.49         60.37        4.0580    1  -2   1         2
                26.39         34.73        3.9219    1   1   0         2
                27.88          6.07        3.7155    0  -2   1         2
                27.90          9.17        3.7129   -1   2   0         2
                27.97          6.14        3.7041   -1   0   2         2
                28.22          4.46        3.6725    1   0   2         2
                30.15         39.33        3.4412    0  -2   2         2
                30.18         76.12        3.4388    0   2   0         2
                30.23          3.28        3.4333   -2   1   0         2
                30.33         12.25        3.4213    2  -1   1         2
                30.88          1.73        3.3622   -1  -1   2         2
                31.07         36.79        3.3427    1   1   1         2
                31.76        100.00        3.2710    0  -1   3         2
                31.79          5.32        3.2683    0   1   2         2
                32.80         21.94        3.1703    2  -2   1         2
                32.82          3.03        3.1687   -1   1   2         2
                33.05         14.50        3.1473    2   0   0         2
                33.06         10.31        3.1463    1  -1   3         2
                34.28         79.78        3.0377   -2   1   1         2
                34.30         19.20        3.0360   -1   2   1         2
                34.46         36.33        3.0219    1  -2   3         2
                34.57         79.05        3.0128    2  -1   2         2
                34.70         37.40        3.0016   -2   2   0         2
                34.93          3.58        2.9828   -2   0   1         2
                35.13         10.83        2.9662    2   0   1         2
                36.22         54.65        2.8797    0  -2   3         2
                36.26          1.29        2.8768    0   2   1         2
                38.09         23.54        2.7429   -1   0   3         2
                38.35          4.13        2.7255   -1  -2   1         2
                38.51          5.41        2.7146    1  -3   1         2
                38.61          9.61        2.7078   -1  -1   3         2
                38.86         31.59        2.6908    1   1   2         2
                40.05          8.01        2.6143   -1  -2   2         2
                40.09         26.27        2.6115   -2   2   1         2
                40.15          1.68        2.6076    1   2   0         2
                40.28          5.84        2.5996   -2   0   2         2
                40.64         27.91        2.5778    2   0   2         2
