      Rosickyite
      Krauter T, Neumuller B
      Zeitschrift fur Anorganische und Allgemeine Chemie 621 (1995) 597-606
      Reaktionen von diorganogallium(indium)fluoriden.
      Die kristallstrukture von Mes2InF
      Note: known as gamma sulfur
      Locality: synthetic
      _database_code_amcsd 0015810
      CELL PARAMETERS:   8.1630 13.0400  8.3860   90.000  112.780   90.000
      SPACE GROUP: P2/n      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    823.024
      Density (g/cm3):      2.070
      MAX. ABS. INTENSITY / VOLUME**2:      4.289121178    
      RIR:      0.967
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.78          8.79        6.5200    0   2   0         2
                15.79         18.68        6.5185    1   1   0         4
                16.90         26.96        6.0909   -1   1   1         4
                20.69          1.28        4.9844    0   2   1         4
                23.91         63.51        4.3206    1   1   1         4
                26.71          1.71        3.8747   -2   1   1         4
                26.78         12.58        3.8659    0   0   2         2
                27.33          1.28        3.7890    0   3   1         4
                27.52         10.07        3.7640    1   3   0         4
                27.52          7.06        3.7631    2   0   0         2
                27.95        100.00        3.7065    0   1   2         4
                28.19         57.06        3.6760   -1   3   1         4
                28.67         97.54        3.6156    2   1   0         4
                29.61          1.51        3.5034   -1   2   2         4
                30.12          3.48        3.4452   -2   2   1         4
                30.13         37.59        3.4443   -2   0   2         2
                31.23          4.94        3.3253    0   2   2         4
                31.87         14.20        3.2600    0   4   0         2
                31.88          8.38        3.2592    2   2   0         4
                32.99         62.55        3.1526    1   3   1         4
                34.19         45.39        3.0455   -2   2   2         4
                34.67          4.19        3.0039    0   4   1         4
                34.68         20.17        3.0032   -1   3   2         4
                34.82         11.42        2.9914    1   4   0         4
                35.13         10.02        2.9662   -2   3   1         4
                35.37          1.83        2.9467   -1   4   1         4
                35.67          6.05        2.9228    1   1   2         4
                36.10          8.60        2.8887    2   1   1         4
                36.68          1.45        2.8450    2   3   0         4
                37.40          1.56        2.7920   -1   0   3         2
                38.36         11.11        2.7247    1   2   2         4
                38.77          2.40        2.6970    2   2   1         4
                39.40          1.16        2.6558    1   4   1         4
                40.17          3.20        2.6064   -2   1   3         4
                40.82          5.88        2.5666   -1   2   3         4
                40.83          9.72        2.5664   -3   1   2         4
                40.86         11.21        2.5646   -1   4   2         4
                41.25          5.68        2.5415   -2   4   1         4
                41.47          6.44        2.5284    0   1   3         4
                41.85          6.21        2.5062   -3   2   1         4
                42.10          4.23        2.4922    0   4   2         4
                42.47          2.64        2.4712    0   5   1         4
                42.52          3.04        2.4685    1   3   2         4
                42.61          3.69        2.4636    3   1   0         4
                42.62         17.84        2.4630   -2   2   3         4
                43.06          9.31        2.4390   -1   5   1         4
                43.86          7.53        2.3968    0   2   3         4
                44.43          1.07        2.3676   -2   4   2         4
                44.95          3.67        2.3414    3   2   0         4
                45.76          3.75        2.3025   -3   3   1         4
                46.53          2.45        2.2662    1   5   1         4
                47.06          1.67        2.2424   -3   3   2         4
                47.85          2.79        2.2072    1   4   2         4
                48.20          6.36        2.1924    2   4   1         4
                48.20          1.02        2.1920    1   0   3         2
                48.66          6.23        2.1728    3   3   0         4
                50.66          3.20        2.0923    0   6   1         4
                50.82          2.95        2.0861   -3   4   1         4
                51.04          2.19        2.0777    1   2   3         4
                51.18          2.19        2.0726   -1   6   1         4
                51.75          2.35        2.0512   -2   1   4         4
                52.32          1.46        2.0303   -3   3   3         4
                52.56          1.56        2.0218    0   4   3         4
                53.04          3.06        2.0048   -4   1   2         4
                53.39          1.03        1.9927   -4   1   1         4
                53.52          1.20        1.9882    3   4   0         4
                53.78          1.35        1.9791   -2   2   4         4
                54.11         12.28        1.9680    1   5   2         4
                54.25          1.75        1.9634    1   6   1         4
                55.40          3.42        1.9257   -1   6   2         4
                55.71          5.16        1.9159   -2   6   1         4
                55.74          3.30        1.9149   -3   1   4         4
                56.03          1.57        1.9059   -1   5   3         4
                56.46          2.49        1.8925   -4   1   3         4
                56.80          4.23        1.8820    2   6   0         4
                56.84          2.48        1.8807   -3   5   1         4
                57.06          3.75        1.8741   -2   3   4         4
                57.08          5.00        1.8737    2   4   2         4
                57.68          1.62        1.8558   -3   2   4         4
                57.77          2.15        1.8532    0   2   4         4
                58.27          4.31        1.8385   -4  -3   2         4
                58.29          1.95        1.8380   -2   6   2         4
                58.38          3.68        1.8354   -4   2   3         4
                58.60          1.08        1.8291   -4  -3   1         4
                59.36          2.63        1.8078    4   2   0         4
                59.75          2.99        1.7971    3   4   1         4
                59.95          7.59        1.7917    3   1   2         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
