      Magnesiopascoite
      Kampf A R, Steele I M
      The Canadian Mineralogist 46 (2008) 679-686
      Magnesiopascoite, a new member of the pascoite group: description and crystal structure
      Locality: Blue Cap mine, San Juan County, Utah, USA
      _database_code_amcsd 0006192
      CELL PARAMETERS:  19.8442  9.9353 10.7149   90.000  120.305   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1823.855
      Density (g/cm3):      2.458
      MAX. ABS. INTENSITY / VOLUME**2:      15.60364702    
      RIR:      2.963
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.11         25.49        9.2507    0   0   1         2
                11.52         27.73        8.9166   -2   0   1         2
                11.96        100.00        8.5947    1   1   0         4
                12.00         14.69        8.5663    2   0   0         2
                14.12         36.20        7.2825   -1   1   1         4
                18.82         14.23        5.4738   -3   1   1         4
                19.25          1.25        5.3530   -2   0   2         2
                20.11         10.63        5.1266    2   0   1         2
                20.76          3.45        4.9676    0   2   0         2
                20.81          1.47        4.9553   -4   0   1         2
                20.83          1.23        4.9512    3   1   0         4
                22.51         13.22        4.5862   -1   1   2         4
                23.60          5.25        4.3765    0   2   1         4
                23.81          8.98        4.3396   -2   2   1         4
                28.41          2.80        3.6478   -5   1   1         4
                29.02          2.35        3.5722   -5   1   2         4
                29.06          1.19        3.5675    2   2   1         4
                29.44          2.08        3.5225   -2   0   3         2
                29.57          9.53        3.5083   -4   2   1         4
                30.41          1.37        3.4131    2   0   2         2
                30.92          1.73        3.3586   -3   1   3         4
                31.30          5.51        3.3180   -4   2   2         4
                31.45          2.38        3.3029    4   0   1         2
                31.68          5.57        3.2795   -6   0   2         2
                31.96          2.40        3.2516    1   3   0         4
                32.23          2.75        3.2254   -6   0   1         2
                32.82          2.15        3.1686   -1   1   3         4
                33.72          2.52        3.0867   -5   1   3         4
                34.97          2.35        2.9796    1   3   1         4
                35.25          8.81        2.9563   -3   3   1         4
                36.54          1.59        2.8554    6   0   0         2
                37.01          3.14        2.8201    3   1   2         4
                37.11         12.58        2.8131    2   2   2         4
                37.99          3.17        2.7504    4   2   1         4
                38.18          6.38        2.7369   -6   2   2         4
                38.35          2.17        2.7251   -7   1   2         4
                38.97          4.06        2.6839    5   1   1         4
                39.08          4.47        2.6765   -4   0   4         2
                39.96          3.49        2.6199    0   2   3         4
                40.36          1.35        2.5949   -7   1   3         4
                40.52          1.50        2.5850   -2   0   4         2
                40.76          1.41        2.5705   -3   1   4         4
                42.25          1.18        2.4838    0   4   0         2
                43.28          1.26        2.4275   -3   3   3         4
                43.37          2.01        2.4226   -8   0   3         2
                43.94          1.64        2.3927   -2   4   1         4
                44.72          7.37        2.3528   -1   3   3         4
                45.95          2.52        2.2931   -2   2   4         4
                46.89          1.38        2.2500    2   2   3         4
                48.04          5.06        2.1991    3   3   2         4
                49.42          1.32        2.1416    8   0   0         2
                49.51          7.72        2.1376    1   3   3         4
                49.57          5.24        2.1353   -9   1   3         4
                52.94          4.86        2.0083    2   4   2         4
                53.87          2.55        1.9761   -1   3   4         4
                55.13          6.87        1.9343    0   4   3         4
                58.29          1.24        1.8381   -8   2   5         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
