      Saneroite
      Basso R, Giusta A D
      Neues Jahrbuch fur Mineralogie, Abhandlungen 138 (1980) 332-342
      The crystal structure of a new manganese silicate
      Locality: Liguria, Italy
      _database_code_amcsd 0014712
      CELL PARAMETERS:   9.7410  9.9740  9.1080   92.700  117.110  105.300
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    745.192
      Density (g/cm3):      3.502
      MAX. ABS. INTENSITY / VOLUME**2:      6.760502706    
      RIR:      0.901
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.91          3.99        7.9651   -1   0   1         2
                12.93         46.92        7.9518    0   0   1         2
                13.71         35.57        7.5003   -1   1   0         2
                19.10          2.25        5.3962    1   1   0         2
                21.44          1.19        4.8120   -1   2   0         2
                21.46         17.19        4.8070    1  -1   1         2
                21.87          5.60        4.7180    0   2   0         2
                22.02          3.41        4.6869    1   0   1         2
                23.17          1.32        4.4566    0  -2   1         2
                24.01          1.14        4.3042   -2   1   0         2
                24.13          6.43        4.2830   -1   2   1         2
                24.78          2.01        4.1721   -1  -1   2         2
                25.18          1.88        4.1061    2   0   0         2
                25.69          2.01        4.0270   -1   1   2         2
                26.02          6.04        3.9759    0   0   2         2
                26.77          1.49        3.8673   -1  -2   1         2
                26.91          5.99        3.8476   -2   2   1         2
                27.02          3.53        3.8319   -2   1   2         2
                27.45          6.53        3.7734    1   1   1         2
                27.62          6.57        3.7501   -2   2   0         2
                27.62          9.45        3.7495    0   2   1         2
                29.42          2.14        3.5255   -2  -1   2         2
                30.23          1.69        3.4324    0   1   2         2
                30.64          7.06        3.3882    2   1   0         2
                30.69          1.75        3.3825    0  -2   2         2
                30.98          6.56        3.3514   -1  -2   2         2
                31.34          6.61        3.3139   -1   3   0         2
                31.92          4.92        3.2554    2  -1   1         2
                32.46          3.89        3.2031   -1   2   2         2
                32.96         22.99        3.1559    1  -1   2         2
                33.11          1.01        3.1418    0  -3   1         2
                33.92         16.49        3.0690    1  -3   1         2
                33.94         55.72        3.0673    2  -2   1         2
                34.15          2.47        3.0488   -1   3   1         2
                34.19         12.67        3.0450    1   0   2         2
                34.58         25.10        3.0118   -3   2   1         2
                34.65          4.08        3.0056   -2   3   0         2
                34.92         34.46        2.9836   -2   3   1         2
                34.95          5.02        2.9812   -1   0   3         2
                35.03          2.33        2.9744   -2  -2   1         2
                36.53          3.05        2.8558   -2   1   3         2
                36.66          1.29        2.8463   -3   2   2         2
                36.83        100.00        2.8333   -2  -1   3         2
                37.46          3.77        2.7877   -3   2   0         2
                38.48          2.99        2.7165   -3  -1   1         2
                38.75         71.15        2.6981    2   2   0         2
                38.81          9.69        2.6943    1   1   2         2
                38.84          1.06        2.6921    0  -1   3         2
                39.24          1.42        2.6661    2  -3   1         2
                39.25         12.40        2.6654    1   3   0         2
                39.41         15.87        2.6550   -3   0   3         2
                39.48          3.30        2.6506    0   0   3         2
                39.95         30.27        2.6207   -2   3   2         2
                40.11          3.02        2.6104   -3   3   1         2
                40.98          1.05        2.5573    1  -3   2         2
                42.15          1.93        2.4892   -1   4   0         2
                43.20         17.70        2.4314    0   1   3         2
                43.25          1.16        2.4287    3   1   0         2
                43.31          2.76        2.4257   -4   1   2         2
                43.73          2.99        2.4035    2  -2   2         2
                43.95          6.51        2.3923    0  -4   1         2
                44.00          1.60        2.3898    3  -1   1         2
                44.22         19.54        2.3780   -4   1   1         2
                44.60          2.27        2.3590    0   4   0         2
                45.83          1.23        2.2992    1  -1   3         2
                46.36         16.09        2.2743    2   2   1         2
                47.24         14.91        2.2343   -2  -1   4         2
                47.37         12.22        2.2283    0  -4   2         2
                47.91         28.16        2.2048   -3   4   1         2
                48.23          3.43        2.1908   -1   0   4         2
                48.50          3.49        2.1796   -2   3   3         2
                48.78          1.49        2.1675    1  -4   2         2
                48.90          4.68        2.1629   -3   4   0         2
                49.21          1.10        2.1498   -2  -3   3         2
                50.64         16.85        2.0930   -1  -2   4         2
                50.76          4.20        2.0883   -3   4   2         2
                51.00          1.20        2.0794    1  -3   3         2
                51.17          1.01        2.0730   -4  -1   1         2
                51.46         15.71        2.0620    3   1   1         2
                53.30          1.19        1.9957   -4   1   4         2
                53.43          1.24        1.9913   -4   0   4         2
                53.66          1.35        1.9834   -1   5   0         2
                54.19          1.32        1.9653    1  -5   1         2
                54.65          2.79        1.9499   -1  -4   3         2
                55.71          2.18        1.9159   -4   2   4         2
                56.35          2.35        1.8957   -1   2   4         2
                56.45          1.22        1.8927    1   4   1         2
                57.10          3.70        1.8730    0   1   4         2
                57.83          2.72        1.8513    0  -3   4         2
                58.12          2.39        1.8428    1   2   3         2
                58.21          1.60        1.8403    1  -5   2         2
                60.00          2.08        1.7903   -1  -5   1         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
