      Fenaksite
      Brandao P, Rocha J, Reis M S, dos Santos A M, Jin R
      Journal of Solid State Chemistry 182 (2009) 253-258
      Magnetic properties of KNaMSi4O10 compounds (M=Mn,Fe,Cu)
      Locality: synthetic
      _database_code_amcsd 0019813
      CELL PARAMETERS:   6.9742  8.1326  9.9301  105.778  100.600  114.262
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    465.218
      Density (g/cm3):      2.786
      MAX. ABS. INTENSITY / VOLUME**2:      3.010853610    
      RIR:      0.505
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                14.96         90.35        6.8759    0  -1   1         2
                15.05         20.04        6.8341    0   1   0         2
                16.43         11.83        6.2629   -1   1   0         2
                17.20         52.95        5.9862    1   0   0         2
                20.03         16.11        5.1468    1  -1   1         2
                20.08         26.05        5.1335   -1   1   1         2
                22.04         30.82        4.6829    0  -1   2         2
                22.23          4.12        4.6435    0   1   1         2
                22.96         42.53        4.4984    0   0   2         2
                23.62          3.60        4.3730   -1   0   2         2
                23.73         22.39        4.3530    1   0   1         2
                25.41         62.30        4.0702   -1  -1   1         2
                26.50         35.01        3.9059    1  -2   1         2
                27.85          8.44        3.7191   -1  -1   2         2
                27.95          5.28        3.7070    0  -2   1         2
                28.33          5.33        3.6584    1  -1   2         2
                28.40          6.32        3.6489   -1   1   2         2
                30.18         80.10        3.4380    0  -2   2         2
                30.32          2.88        3.4234   -2   1   1         2
                30.33         12.58        3.4221   -2   1   0         2
                30.37         40.01        3.4171    0   2   0         2
                31.14         37.11        3.3352    1  -2   2         2
                31.33          1.70        3.3155   -1   2   1         2
                31.99          5.42        3.2486    0  -1   3         2
                32.21        100.00        3.2266    0   1   2         2
                32.71         23.00        3.1791   -2   0   1         2
                33.15          4.09        3.1381   -1   0   3         2
                33.22         15.43        3.1315   -2   2   0         2
                33.28          9.73        3.1257    1   0   2         2
                34.37         16.91        3.0298   -1  -1   3         2
                34.54         77.13        3.0155   -2   1   2         2
                34.57         80.54        3.0129    2  -1   1         2
                34.64         35.74        3.0066    1   1   1         2
                34.70         37.17        3.0018   -2   0   2         2
                35.21         10.32        2.9600    2  -2   1         2
                35.27          3.73        2.9549   -2   2   1         2
                36.31          1.30        2.8730    0  -2   3         2
                36.63         54.44        2.8487    0   2   1         2
                38.42          5.46        2.7204   -1  -2   2         2
                38.58          4.42        2.7100    1  -3   1         2
                38.69         22.84        2.7019   -1   1   3         2
                38.98         31.94        2.6826    1  -2   3         2
                39.25          9.87        2.6655   -1   2   2         2
                40.25         26.51        2.6019   -2   0   3         2
                40.27          1.87        2.6002    1  -3   2         2
                40.45          7.56        2.5895   -1   3   0         2
                40.71         28.23        2.5734    2  -2   2         2
                40.82          5.43        2.5667   -2   2   2         2
                41.24          2.50        2.5416   -2  -1   2         2
                41.32         20.14        2.5368   -2  -1   1         2
                41.87         10.71        2.5053   -2   1   3         2
                41.91         11.70        2.5028    2  -1   2         2
                42.09          3.22        2.4928    2  -3   1         2
                42.15         39.14        2.4892   -2   3   0         2
                42.84         64.28        2.4512    0  -3   2         2
                42.94          5.64        2.4455    0  -3   1         2
                43.13          9.28        2.4352    0  -1   4         2
                43.36         20.72        2.4233   -1  -1   4         2
                44.05         11.04        2.3870   -1   0   4         2
                44.20          3.78        2.3793    1   0   3         2
                44.73          5.85        2.3526    2   1   0         2
                45.21          2.81        2.3291    1  -3   3         2
                45.31          1.54        2.3238    2  -3   2         2
                45.36          1.15        2.3217    0   2   2         2
                45.98          1.52        2.2920    0  -3   3         2
                46.28          6.44        2.2780    0   3   0         2
                46.90          3.73        2.2492    0   0   4         2
                48.33         10.52        2.1865   -2   0   4         2
                48.59          1.19        2.1755    1   2   1         2
                48.75          2.66        2.1689    2  -2   3         2
                48.77          1.25        2.1682    1  -2   4         2
                48.89          4.32        2.1629   -2   2   3         2
                49.49          5.77        2.1386   -3   2   2         2
                50.08          1.07        2.1150   -1   1   4         2
                50.58          4.77        2.0953   -2  -1   4         2
                50.93          1.25        2.0821    2   1   1         2
                51.25          5.75        2.0700   -2   1   4         2
                51.30         11.31        2.0680    2  -1   3         2
                51.33          4.52        2.0666    2  -3   3         2
                51.60          4.21        2.0566   -2   3   2         2
                51.73          5.41        2.0520   -3   1   3         2
                52.19          6.80        2.0351   -2  -2   2         2
                52.26          3.89        2.0324   -3   3   1         2
                53.64          2.18        1.9839   -1  -3   1         2
                53.71         21.72        1.9817   -2  -2   1         2
                55.12         12.50        1.9346    0  -1   5         2
                55.20          3.08        1.9320    3  -2   2         2
                55.25          1.10        1.9304    0  -2   5         2
                55.39          4.28        1.9262    0   1   4         2
                56.49          2.44        1.8917   -3   3   2         2
                57.21          1.56        1.8696    1   2   2         2
                57.45          3.15        1.8624   -1  -3   4         2
                57.55          8.41        1.8596   -2  -2   4         2
                57.86          2.17        1.8504    1   3   0         2
                57.98          2.95        1.8470   -3  -1   2         2
                58.22          3.78        1.8401   -2   0   5         2
                58.49         15.68        1.8322    2   0   3         2
                58.57          2.10        1.8299   -3   0   4         2
                58.60          1.58        1.8292    2  -2   4         2
                58.77         19.23        1.8244   -2   2   4         2
                58.83         10.82        1.8225    3   0   1         2
                58.86          1.35        1.8218   -2  -1   5         2
                59.30          1.98        1.8096    2   1   2         2
                59.39          1.31        1.8071   -3  -1   1         2
                59.56          1.00        1.8024    2  -3   4         2
                59.67          6.84        1.7994    0   0   5         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
