      Partheite
      Lazic B, Armbruster T, Liebich B W, Perfler L
      American Mineralogist 97 (2012) 1866-1873
      Hydrogen-bond system and dehydration behavior of the natural zeolite partheite
      Note: room temperature
      Locality: Denezhkin Kamen, Urals Region, Russia
      _database_code_amcsd 0019713
      CELL PARAMETERS:  21.5474  8.7564  9.3058   90.000   91.552   90.000
      SPACE GROUP: C2/c      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1755.144
      Density (g/cm3):      2.446
      MAX. ABS. INTENSITY / VOLUME**2:      4.093555661    
      RIR:      0.781
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.54        100.00       10.7697    2   0   0         2
                12.67         64.08        8.1117    1   1   0         4
                16.75         12.08        6.1449   -1   1   1         4
                16.92         42.61        6.0831    1   1   1         4
                18.56          1.97        5.5521    3   1   0         4
                19.14          5.80        5.3849    4   0   0         2
                22.19          6.98        4.6512    0   0   2         2
                23.60         10.40        4.3782    0   2   0         2
                23.96         10.14        4.3127   -2   0   2         2
                24.44          2.17        4.2285    2   0   2         2
                25.50         10.27        4.0559    2   2   0         4
                25.52          2.23        4.0528   -1   1   2         4
                25.75          7.12        4.0173    1   1   2         4
                26.12          4.34        3.9614    0   2   1         4
                26.78         10.79        3.8654    5   1   0         4
                27.76         45.37        3.7318   -2   2   1         4
                27.97          3.21        3.7040    2   2   1         4
                28.79         29.82        3.6007   -5   1   1         4
                28.88         16.88        3.5899    6   0   0         2
                29.30          1.18        3.5392    5   1   1         4
                29.39         22.67        3.5292    3   1   2         4
                30.56         14.80        3.3971    4   2   0         4
                32.61         38.81        3.1880    0   2   2         4
                34.23         37.04        3.0415    2   2   2         4
                34.61          2.93        3.0090   -5   1   2         4
                35.48         42.63        2.9379    5   1   2         4
                35.88         67.34        2.9063   -1   1   3         4
                36.06          1.05        2.8924    1   3   0         4
                36.13          1.31        2.8866    1   1   3         4
                36.22         12.26        2.8799   -6   0   2         2
                37.22          7.45        2.8054    6   0   2         2
                37.41         36.41        2.7916   -7   1   1         4
                37.62         14.22        2.7760    6   2   0         4
                37.77         15.42        2.7659   -4   2   2         4
                37.86          7.43        2.7591    1   3   1         4
                37.97          9.46        2.7513    7   1   1         4
                38.67         25.81        2.7039    3   3   0         4
                38.97          1.78        2.6834    3   1   3         4
                39.09         13.07        2.6755   -6   2   1         4
                40.45          4.36        2.5894    3   3   1         4
                42.11          2.99        2.4915   -7   1   2         4
                42.40          2.28        2.4756   -2   2   3         4
                42.82          3.48        2.4522    1   3   2         4
                42.84          2.14        2.4513    2   2   3         4
                42.90          5.51        2.4479   -5   1   3         4
                43.49          4.21        2.4164    5   3   0         4
                44.62          1.10        2.3580   -8   0   2         2
                44.82          1.07        2.3480   -3   3   2         4
                45.18          2.66        2.3302    5   3   1         4
                45.24          2.78        2.3273    3   3   2         4
                45.28          6.28        2.3256    0   0   4         2
                45.74          1.20        2.3033    8   0   2         2
                46.65          3.97        2.2606    2   0   4         2
                46.79          1.85        2.2544   -9   1   1         4
                47.13          2.94        2.2388   -8   2   1         4
                47.40         15.41        2.2271    9   1   1         4
                48.27          4.61        2.1891    0   4   0         2
                49.02          6.74        2.1577   -5   3   2         4
                49.11          4.24        2.1539   10   0   0         2
                49.29          2.85        2.1468   -7   1   3         4
                49.67          6.54        2.1311    5   3   2         4
                49.98          2.08        2.1189   -1   3   3         4
                50.01          7.32        2.1176    7   3   0         4
                50.10          1.43        2.1142    4   0   4         2
                50.65          7.31        2.0928   -2   4   1         4
                50.72          1.97        2.0901   -6   2   3         4
                51.16          1.13        2.0732   -7   3   1         4
                51.86          2.94        2.0471    6   2   3         4
                51.87          4.77        2.0467    9   1   2         4
                52.43          1.27        2.0264   -2   2   4         4
                52.93          3.59        2.0086    2   2   4         4
                53.59          2.43        1.9856   -4   4   1         4
                53.86          1.28        1.9764   -6   0   4         2
                53.90          1.93        1.9750  -10   0   2         2
                54.00         10.27        1.9717    5   1   4         4
                54.59          3.15        1.9520   -2   4   2         4
                54.83          1.88        1.9440    2   4   2         4
                54.93          3.94        1.9410   -7   3   2         4
                55.12          2.83        1.9347   10   0   2         2
                55.13          2.19        1.9345   -4   2   4         4
                55.57          2.32        1.9202   -5   3   3         4
                55.77          3.72        1.9139    7   3   2         4
                56.09          2.56        1.9039    4   2   4         4
                56.47          1.93        1.8921    5   3   3         4
                56.76          6.16        1.8832   10   2   1         4
                56.81          1.18        1.8817  -11   1   1         4
                57.34          2.49        1.8659   -4   4   2         4
                57.85          1.93        1.8507    9   3   0         4
                58.31          1.60        1.8374   -6   4   1         4
                59.01          1.08        1.8174   -1   1   5         4
                59.31          1.14        1.8092    1   3   4         4
                59.36          3.99        1.8079    9   3   1         4
                59.59         12.55        1.8014   -6   2   4         4
                59.91          1.50        1.7928    7   1   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
