      Alunogen
      Menchetti S, Sabelli C
      Tschermaks Mineralogische und Petrographische Mitteilungen 21 (1974) 164-178
      Alunogen. Its structure and twinning
      Locality: grotta dell'allume, Vulcano Island, Italy
      _database_code_amcsd 0015647
      CELL PARAMETERS:   7.4250 26.9750  6.0608   90.030   97.660   91.940
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1202.376
      Density (g/cm3):      1.763
      MAX. ABS. INTENSITY / VOLUME**2:      2.039829680    
      RIR:      0.540
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 3.81          3.73       26.9592    0   1   0         2
                 7.62         90.17       13.4796    0   2   0         2
                11.43          2.52        8.9864    0   3   0         2
                13.98         22.63        7.3544    1   0   0         2
                14.37         23.91        7.1576   -1   1   0         2
                14.62         26.06        7.0343    1   1   0         2
                15.26          3.39        6.7398    0   4   0         2
                15.71         16.37        6.5510   -1   2   0         2
                16.17          3.18        6.3651    1   2   0         2
                17.14          5.14        6.0066    0   0   1         2
                17.79          1.65        5.7894   -1   3   0         2
                18.40          2.85        5.5983    1   3   0         2
                20.40          2.83        5.0558   -1   4   0         2
                20.95          3.90        4.9231   -1   1   1         2
                21.10          5.06        4.8897   -1  -1   1         2
                21.92          4.32        4.7086   -1   2   1         2
                22.19          1.44        4.6507   -1  -2   1         2
                22.97         25.66        4.4956    0  -4   1         2
                22.98         81.14        4.4932    0   6   0         2
                23.09         17.78        4.4729    0   4   1         2
                23.36          7.52        4.4212   -1   5   0         2
                23.49        100.00        4.3979   -1   3   1         2
                23.61          1.23        4.3750    1   0   1         2
                23.88         91.93        4.3276   -1  -3   1         2
                24.02          4.12        4.3022    1   1   1         2
                24.15         11.81        4.2791    1   5   0         2
                24.66          7.02        4.1911    1  -2   1         2
                25.02         10.63        4.1322    1   2   1         2
                25.56          3.37        4.0472   -1   4   1         2
                25.85          2.49        4.0023    0   5   1         2
                26.03          1.01        3.9743   -1  -4   1         2
                26.05         58.09        3.9714    1  -3   1         2
                26.56         54.00        3.8969    1   3   1         2
                27.92          2.24        3.7107    1  -4   1         2
                28.02          3.74        3.6973   -1   5   1         2
                28.18         35.05        3.6772    2   0   0         2
                28.55          4.07        3.6300    1   4   1         2
                28.57          5.94        3.6280   -1  -5   1         2
                28.58          3.51        3.6269    2   1   0         2
                28.74         14.45        3.6067    0  -6   1         2
                28.88          5.17        3.5892    0   6   1         2
                28.97          7.10        3.5788   -2   2   0         2
                29.49          7.07        3.5171    2   2   0         2
                29.98         19.87        3.4608   -1   7   0         2
                30.18          6.49        3.4380    1  -5   1         2
                30.80          2.34        3.3709   -1   6   1         2
                30.81          3.21        3.3699    0   8   0         2
                30.86          9.23        3.3648    1   7   0         2
                30.92          2.32        3.3580    1   5   1         2
                31.08          9.89        3.3409   -2   0   1         2
                31.22          3.02        3.3270   -2   1   1         2
                31.44          3.08        3.3042   -2  -1   1         2
                31.98          1.19        3.2496    0  -7   1         2
                32.90          3.87        3.1608   -2   3   1         2
                33.52          9.05        3.1041   -1   8   0         2
                33.53          4.88        3.1030   -2  -3   1         2
                33.71          1.77        3.0876   -2   5   0         2
                33.82         11.01        3.0772   -1   7   1         2
                34.39         14.11        3.0276   -2   4   1         2
                34.43         20.60        3.0246    1   8   0         2
                34.47          4.96        3.0211   -1  -7   1         2
                34.68         15.20        3.0033    0   0   2         2
                34.83          7.87        2.9907    2   5   0         2
                35.14          5.62        2.9650    2   0   1         2
                35.20         12.81        2.9602   -2  -4   1         2
                35.24          5.66        2.9569    2  -1   1         2
                35.48          2.71        2.9376    2   1   1         2
                35.54          3.04        2.9326    0   8   1         2
                35.63          3.66        2.9259    1  -7   1         2
                35.78          9.55        2.9143    2  -2   1         2
                36.26          2.58        2.8766   -2   5   1         2
                36.49          3.31        2.8590   -1   2   2         2
                36.52          2.51        2.8569    1   7   1         2
                36.63          8.95        2.8488   -1  -2   2         2
                36.69          2.98        2.8441    0   3   2         2
                36.73          1.72        2.8413    2  -3   1         2
                37.05          1.14        2.8176   -1   8   1         2
                37.22          3.25        2.8046   -2  -5   1         2
                37.30          1.49        2.7991    2   6   0         2
                37.51          4.31        2.7842   -1   3   2         2
                37.71          2.24        2.7701   -1  -3   2         2
                37.73          1.29        2.7684   -1  -8   1         2
                38.01          4.33        2.7485    0  -4   2         2
                38.07          4.90        2.7446    2  -4   1         2
                38.91          2.65        2.6879   -1   4   2         2
                38.93          2.64        2.6861    0  -9   1         2
                39.65          1.06        2.6392    1   8   1         2
                39.77          4.30        2.6318    2  -5   1         2
                39.81         14.26        2.6294    0  -5   2         2
                40.91          1.58        2.5616    1  -3   2         2
                41.30          3.00        2.5381    1   3   2         2
                41.48          2.29        2.5279   -2   8   0         2
                41.90          1.65        2.5037    1  10   0         2
                41.91          8.55        2.5028    0  -6   2         2
                41.96          3.27        2.4999    1  -9   1         2
                42.12         23.57        2.4911    0   6   2         2
                42.18          2.24        2.4879    1  -4   2         2
                42.60          4.15        2.4642    0 -10   1         2
                42.69          2.83        2.4594    1   4   2         2
                42.77          1.24        2.4549    0  10   1         2
                42.83          1.42        2.4515    3   0   0         2
                42.96          4.15        2.4444    1   9   1         2
                42.99          5.66        2.4431    2   8   0         2
                43.02          2.54        2.4412    2   6   1         2
                43.16          1.64        2.4339    3   1   0         2
                43.50          1.58        2.4158   -2   3   2         2
                43.67          3.71        2.4068   -2   8   1         2
                44.07          1.39        2.3859   -3   3   0         2
                44.17          2.56        2.3810   -3   1   1         2
                44.42          3.86        2.3679   -3  -1   1         2
                44.53          1.41        2.3625    0   7   2         2
                44.53          1.00        2.3624   -2   9   0         2
                44.58          3.31        2.3600   -3   2   1         2
                44.69          1.65        2.3543   -2   4   2         2
                44.99          2.01        2.3397   -2  -8   1         2
                45.09          3.00        2.3348   -3  -2   1         2
                45.19          1.02        2.3296   -3   4   0         2
                45.28          2.46        2.3253   -2  -4   2         2
                45.35          4.54        2.3221   -3   3   1         2
                45.39          1.47        2.3202    1 -10   1         2
                46.10          3.00        2.2864   -3  -3   1         2
                46.14          1.23        2.2845    2   9   0         2
                46.55          3.02        2.2652    0  11   1         2
                46.65          2.11        2.2610   -3   5   0         2
                46.67          1.85        2.2600    2  -8   1         2
                46.94          1.10        2.2478    0  -8   2         2
                47.77          1.42        2.2106   -2  10   0         2
                47.94          1.47        2.2034    3   5   0         2
                48.40          1.40        2.1837   -3   6   0         2
                48.74          2.35        2.1694   -1  12   0         2
                49.01          1.17        2.1581    3   1   1         2
                50.44          2.00        2.1009   -3   7   0         2
                50.58          1.14        2.0955    2  -4   2         2
                51.08          1.24        2.0762    2   9   1         2
                51.62          1.79        2.0558   -3   7   1         2
                52.14          1.89        2.0369   -3   0   2         2
                52.14          4.50        2.0367    3   7   0         2
