      Actinolite
      Evans B W, Yang H
      American Mineralogist 83 (1998) 458-475
      Fe-Mg order-disorder in tremolite-actinolite-ferro-actinolite at ambient
      and high temperature
      Sample: C71, 67-3701, from Carr Fork Mine, Bingham, Utah in cpx hornfels rock
      after heating at 700 C
      _database_code_amcsd 0001986
      CELL PARAMETERS:   9.8630 18.0900  5.2820   90.000  104.780   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    911.241
      Density (g/cm3):      3.102
      MAX. ABS. INTENSITY / VOLUME**2:      4.943449858    
      RIR:      0.744
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.36         34.15        9.0450    0   2   0         2
                12.18         89.21        8.4362    1   1   0         4
                20.19          1.93        5.1072    0   0   1         2
                20.23          6.20        5.0966    1   3   0         4
                21.12         28.33        4.8845   -1   1   1         4
                22.83         21.22        4.5225    0   4   0         2
                23.22          1.68        4.4473    0   2   1         4
                24.50          6.89        4.2181    2   2   0         4
                25.62          1.03        4.0367   -2   0   1         2
                25.94          2.52        3.9884    1   1   1         4
                26.66         16.86        3.8819   -1   3   1         4
                30.67         55.60        3.3843    1   3   1         4
                31.66         35.10        3.2814    2   4   0         4
                33.23         64.69        3.1309    3   1   0         4
                34.37          1.67        3.0300   -3   1   1         4
                35.38          3.43        2.9456   -1   5   1         4
                35.42         34.02        2.9425    2   2   1         4
                37.12         11.66        2.8121    3   3   0         4
                38.16         24.76        2.7382   -3   3   1         4
                38.58        100.00        2.7096    1   5   1         4
                40.34         37.73        2.5963    0   6   1         4
                41.04          4.88        2.5536    0   0   2         2
                41.33         59.99        2.5365   -2   0   2         2
                42.72          1.62        2.4576    0   2   2         4
                43.00          2.10        2.4423   -2   2   2         4
                43.50          1.23        2.4156   -2   6   1         4
                43.55          1.21        2.4128    3   1   1         4
                44.03          5.65        2.3881    3   5   0         4
                44.93         34.55        2.3423   -3   5   1         4
                45.24         12.98        2.3276   -4   2   1         4
                45.75         14.53        2.3027   -1   7   1         4
                46.25         18.71        2.2791   -3   1   2         4
                46.72          1.47        2.2575    3   3   1         4
                47.74          6.07        2.2123   -2   4   2         4
                48.38          4.76        2.1846    1   7   1         4
                48.84         31.09        2.1653    2   6   1         4
                49.28          3.75        2.1469   -3   3   2         4
                49.63          2.13        2.1330   -1   5   2         4
                51.93         16.67        2.0445    2   0   2         2
                52.61         14.49        2.0198    3   5   1         4
                52.66         10.15        2.0184   -4   0   2         2
                53.03          5.19        2.0053    3   7   0         4
                53.82          1.46        1.9780   -3   7   1         4
                54.05          1.01        1.9699   -4   2   2         4
                54.15          5.10        1.9668    1   9   0         4
                54.97          2.76        1.9395   -3   5   2         4
                55.26          1.57        1.9303    4   2   1         4
                56.32          5.73        1.8968    5   1   0         4
                56.81          3.13        1.8819   -4   6   1         4
                57.24          8.12        1.8687   -1   9   1         4
                57.44          2.41        1.8630    2   4   2         4
                57.98          3.31        1.8470   -1   7   2         4
                58.11          3.28        1.8431   -4   4   2         4
                58.98          3.00        1.8185    5   3   0         4
                59.32          2.34        1.8090    0  10   0         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
