      Osumilite-(Mg)
      Chukanov N V, Pekov I V, Rastsvetaeva R K, Aksenov S M, Belakovskiy D I,
      Van K V, Schuller V, Ternes B
      Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 141 (2012) 27-36
      Osumilite-(Mg): Validation as a mineral species and new data
      Locality: Bellerberg, Eifel volcanic area, Germany
      _database_code_amcsd 0020038
      CELL PARAMETERS:  10.0959 10.0959 14.3282   90.000   90.000  120.000
      SPACE GROUP: P6/mcc    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1264.772
      Density (g/cm3):      2.594
      MAX. ABS. INTENSITY / VOLUME**2:      7.016628134    
      RIR:      1.263
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.75          3.55        8.7433    1   0   0         6
                14.36         34.71        7.1641    0   0   2         2
                18.59         19.19        5.5414    1   0   2        12
                20.43         64.47        5.0479    1   1   0         6
                23.63         10.04        4.3717    2   0   0         6
                25.06         30.27        4.1265    1   1   2        12
                27.76         48.65        3.7317    2   0   2        12
                28.94         23.16        3.5821    0   0   4         2
                31.34         15.81        3.3147    1   0   4        12
                31.43          4.33        3.3047    2   1   0        12
                32.28        100.00        3.2201    2   1   1        24
                34.71         10.41        3.0008    2   1   2        24
                35.69         41.13        2.9213    1   1   4        12
                35.77          2.06        2.9144    3   0   0         6
                37.70         53.68        2.7707    2   0   4        12
                38.46          9.48        2.7176    2   1   3        24
                41.54         14.29        2.5240    2   2   0         6
                43.33          6.18        2.4250    3   1   0        12
                43.97          3.96        2.3910    3   1   1        24
                44.18          5.94        2.3806    2   2   2        12
                48.91          8.03        2.1622    3   1   3        24
                50.70          4.67        2.0907    4   0   2        12
                51.42          1.19        2.0632    2   2   4        12
                52.95         11.94        2.0081    3   1   4        24
                53.01          1.35        2.0059    3   2   0        12
                55.96          1.08        1.9079    4   1   0        12
                56.50          3.60        1.8913    4   1   1        24
                57.34          1.60        1.8659    4   0   4        12
                57.84         17.24        1.8511    3   1   5        24
                57.97          3.30        1.8471    3   0   6        12
                59.97          7.34        1.7910    0   0   8         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
